"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgz 4 Guaymas","Sonora","IMSS","SRIMS000314","100"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","100"
"Pachuca (dr. Jesús del Rosal)","Hidalgo","SSA","HGSSA002570","100"
"Hospital Integral de Xicotepec","Puebla","SSA","PLSSA009283","100"
"Hospital General Pabellón de Arteaga","Aguascalientes","SSA","ASSSA000614","100"
"Hr_issste","Puebla","ISSSTE","PLIST000101","100"
"Hospital Militar de Zona de Guadalupe Zac.","Zacatecas","SEDENA","ZSSDN000016","100"
"Hg Pochutla","Oaxaca","SSA","OCSSA003715","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"6/o. Regimiento Bilndado de Recnocimiento","Puebla","SEDENA","PLSDN000155","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hospital General de Ensenada","Baja California","SSA","BCSSA000015","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"Hgz 3 S. Juan del Rio","Querétaro","IMSS","QTIMS000186","100"
"Santa Rosalia","Baja California Sur","ISSSTE","BSIST000043","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","100"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Hospital Y Centro Médico San Jorge de Monterrey Sa de Cv","Nuevo León","SMP","NLSMP000810","100"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","100"
"Hospital Militar Regional de Especialidades de Monterrey N. L.","Nuevo León","SEDENA","NLSDN000012","100"
"Cd. Cancun","Quintana Roo","ISSSTE","QRIST000055","100"
"Hgz 23 Teziutlan","Puebla","IMSS","PLIMS000446","100"
"Hospital General Piedras Negras  Dr Salvador Chavarria Sanchez.","Coahuila de Zaragoza","SSA","CLSSA002763","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"Nueva Rosita","Coahuila de Zaragoza","ISSSTE","CLIST000193","100"
"Hospital Basico Comunitario de Tecuala","Nayarit","SSA","NTSSA016072","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","100"
"Hgzmf 5 Zacatepec","Morelos","IMSS","MSIMS000235","100"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","100"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","100"
"Matehuala","San Luis Potosí","ISSSTE","SPIST000084","100"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hgzmf 28 Martinez Torre","Veracruz de Ignacio de La Llave","IMSS","VZIMS000651","100"
"Hgzmf 2 Zacapu","Michoacán de Ocampo","IMSS","MNIMS000494","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"Hc Tuzantla","Michoacán de Ocampo","SSA","MNSSA016504","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
