"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Concepción del Oro","Zacatecas","IMSS-BIENESTAR","ZSIMO000050","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Pinos","Zacatecas","IMSS-BIENESTAR","ZSIMO000820","100"
"Rioverde","San Luis Potosí","ISSSTE","SPIST000096","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hg Dr. Javier Ramírez Topete","Chihuahua","SSA","CHSSA000570","100"
"Hgzmf 2 Zacapu","Michoacán de Ocampo","IMSS","MNIMS000494","100"
"Hgzmf 2 Irapuato","Guanajuato","IMSS","GTIMS000185","100"
"Hospital General Piedras Negras  Dr Salvador Chavarria Sanchez.","Coahuila de Zaragoza","SSA","CLSSA002763","100"
"Hgzmf 6 Tepeji del Rio","Hidalgo","IMSS","HGIMS000123","100"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","100"
"Hospital General Pénjamo","Guanajuato","SSA","GTSSA002760","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Hospital Central Dr. Ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA001102","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hgzmf 8 Cd. Sahagun","Hidalgo","IMSS","HGIMS000111","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Hospital Comunitario Cortazar","Guanajuato","SSA","GTSSA001121","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hospital General Celaya","Guanajuato","SSA","GTSSA000766","100"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","100"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","100"
"Hgzmf 4 Cd. Carmen","Campeche","IMSS","CCIMS000045","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hgr 45 Guadalajara","Jalisco","IMSS","JCIMS000366","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","100"
"Hospital Militar Regional de Guadalajara Jal.","Jalisco","SEDENA","JCSDN000010","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Doctors Hospital","Nuevo León","SMP","NLSMP001085","100"
"San Luis Rio Colorado","Sonora","ISSSTE","SRIST000203","100"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","100"
"Hg Pochutla","Oaxaca","SSA","OCSSA003715","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
