"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Ixmiquilpan","Hidalgo","IMSS-BIENESTAR","HGIMO000771","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","100"
"Dr. Rafael Barba Ocampo","Morelos","ISSSTE","MSIST000025","100"
"Hospital Regional de Delicias","Chihuahua","SSA","CHSSA001026","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Presidente Gral. Lazaro Cardenas","Chihuahua","ISSSTE","CHIST000030","100"
"Cirugía Ambulatoria (tepic)","Nayarit","SSA","NTSSA015302","100"
"19 No. 14","Nayarit","SEDENA","NTSDN000034","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","100"
"Dr. Ismael Vazquez Ortiz","Querétaro","ISSSTE","QTIST000046","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"Hospital General de Izucar de Matamoros","Puebla","SSA","PLSSA016806","100"
"Puerto Vallarta","Jalisco","ISSSTE","JCIST000086","100"
"Cessa San Sebastián de Aparicio","Puebla","SSA","PLSSA006294","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Hospital Regional de Puerto Vallarta","Jalisco","SSA","JCSSA004230","100"
"Hospital Integral Ixtlán del Río","Nayarit","SSA","NTSSA000474","100"
"6/o. Regimiento Bilndado de Recnocimiento","Puebla","SEDENA","PLSDN000155","100"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","100"
"Umf 13 Azcapotzalco","Ciudad de México","IMSS","DFIMS000032","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","100"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","100"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hped Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000616","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","100"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","100"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","100"
"Umf 120 Zaragoza","Ciudad de México","IMSS","DFIMS000382","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","100"
"Hospital General Iztapalapa","Ciudad de México","SSA","DFSSA001540","100"
