"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital Militar de Zona de Villahermosa Tab.","Tabasco","SEDENA","TCSDN000011","100"
"Venustiano Carranza","Chiapas","IMSS-BIENESTAR","CSIMO005210","100"
"Hospital Militar Regional de Tuxtla Gtz. Chis.","Chiapas","SEDENA","CSSDN000013","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"Hg Puerto Escondido","Oaxaca","SSA","OCSSA020030","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hospital Regional de  Xalapa  Dr. Luis F.  Nachon","Veracruz de Ignacio de La Llave","SSA","VZSSA002970","100"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Puerto Vallarta","Jalisco","ISSSTE","JCIST000086","100"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"19 No. 14","Nayarit","SEDENA","NTSDN000034","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hospital General Pénjamo","Guanajuato","SSA","GTSSA002760","100"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"19 Villaflores","Chiapas","SSA","CSSSA009500","100"
"Hgzmf 1 Cd. Víctoria","Tamaulipas","IMSS","TSIMS000380","100"
"San Salvador El Seco","Puebla","IMSS-BIENESTAR","PLIMO002004","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hg Salina Cruz","Oaxaca","SSA","OCSSA019873","100"
"Hospital General Salina Cruz","Oaxaca","PEMEX","OCPMX000010","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hgzmf 21 Leon","Guanajuato","IMSS","GTIMS000243","100"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","100"
"Hospital Militar Regional del Cipres B. C.","Baja California","SEDENA","BCSDN000024","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Cd. Mante","Tamaulipas","ISSSTE","TSIST000054","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"19 Pichucalco","Chiapas","SSA","CSSSA009466","100"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","100"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","100"
"Hgz 11 Nuevo Laredo","Tamaulipas","IMSS","TSIMS000276","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hospital General Guanajuato ´´dr. Valentín Gracia´´","Guanajuato","SSA","GTSSA001454","100"
"Hgzmf 35 Cosamaloapan","Veracruz de Ignacio de La Llave","IMSS","VZIMS000342","100"
"7/o. Batallon de Ingenieros de Combate","Yucatán","SEDENA","YNSDN000084","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"HGSMF 17 Los Reyes","Michoacán de Ocampo","IMSS","MNIMS000313","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
"Hgr 12 Benito Juárez","Yucatán","IMSS","YNIMS000095","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Centro Oncologico de La Región  Sureste de Coahuila","Coahuila de Zaragoza","SSA","CLSSA002932","100"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Hgs 54 Silao","Guanajuato","IMSS","GTIMS000506","100"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital Rural de Oportunidades No. 34","Oaxaca","IMSS-BIENESTAR","OCIMO003304","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Cessa San Sebastián de Aparicio","Puebla","SSA","PLSSA006294","100"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","100"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","100"
"Hospital Militar Regional de Hermosillo Son.","Sonora","SEDENA","SRSDN000011","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"He de La Niñez Oaxaqueña","Oaxaca","SSA","OCSSA001463","100"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","100"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","100"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hgz 14 Guadalajara","Jalisco","IMSS","JCIMS000330","100"
"Hgsmf 2 Cozumel","Quintana Roo","IMSS","QRIMS000014","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","98"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","97"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","97"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","97"
"Sanatorio Naval de Matamoros","Tamaulipas","SEMAR","TSSMA000015","96"
"Uneme de Urgencias Zacatecas","Zacatecas","SSA","ZSSSA013172","96"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","96"
"Hospital Regional Villahermosa","Tabasco","PEMEX","TCPMX000014","96"
"Hgz 8 Caborca","Sonora","IMSS","SRIMS000116","96"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","95"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","95"
"Hospital Naval de Veracruz","Veracruz de Ignacio de La Llave","SEMAR","VZSMA000040","95"
"Hospital General de Zona No. 1","Colima","IMSS","CMIMS000186","95"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","94"
"Hgzmf 28 Martinez Torre","Veracruz de Ignacio de La Llave","IMSS","VZIMS000651","93"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","93"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","93"
"Toluca","México","ISSSTE","MCIST000215","93"
"Hgz 33 Felix U. Gomez","Nuevo León","IMSS","NLIMS000361","93"
"Hospital General Tuxpan Dr. Emilio Alcazar","Veracruz de Ignacio de La Llave","SSA","VZSSA006815","92"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","92"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","92"
"Hes Puebla","Puebla","IMSS","PLIMS000200","91"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","90"
"Zacatecas","Zacatecas","ISSSTE","ZSIST000160","90"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","90"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","90"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","89"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","89"
"Hecelchakán","Campeche","IMSS-BIENESTAR","CCIMO000232","89"
"Hospital General Uriangato","Guanajuato","SSA","GTSSA004650","89"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","89"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","88"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","88"
"Hospital General de Axapusco","México","SSA","MCSSA014143","88"
