"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","100"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","98"
"Hospital General Las Américas","México","SSA","MCSSA010280","94"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","92"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","89"
"Hc Santa Maria Huatulco","Oaxaca","SSA","OCSSA021133","80"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","75"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","75"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","74"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","72"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","71"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","70"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","67"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","67"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","63"
"H.g. Dr. José María Rodríguez","México","SSA","MCSSA002184","59"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","57"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","56"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","54"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","54"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","50"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","47"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","47"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","46"
