"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Coatzacoalcos","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000062","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
"Hospital Materno Infantil de Coatzacoalcos","Veracruz de Ignacio de La Llave","SSA","VZSSA008290","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"Hgzmf 10 S. Ixcuintla","Nayarit","IMSS","NTIMS000144","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","100"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"San Luis Rio Colorado","Sonora","ISSSTE","SRIST000203","100"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital Naval de Tampico","Tamaulipas","SEMAR","TSSMA000032","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hospital Regional Cd. Madero","Tamaulipas","PEMEX","TSPMX000010","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"11/o. Batallon de Infanteria","Yucatán","SEDENA","YNSDN000072","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"Hgsmf 2 Cozumel","Quintana Roo","IMSS","QRIMS000014","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Tuxtepec","Oaxaca","ISSSTE","OCIST000165","100"
"Hgs 54 Silao","Guanajuato","IMSS","GTIMS000506","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hospital General 450","Durango","SSA","DGSSA017872","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","100"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","100"
"8/o. Regimiento Blindado de Reconocimiento","Guanajuato","SEDENA","GTSDN000104","100"
"Hospital General Irapuato","Guanajuato","SSA","GTSSA001652","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Pinotepa Nacional","Oaxaca","ISSSTE","OCIST000240","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","100"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hg Juchitan Dr. Macedonio Benitez Fuentes","Oaxaca","SSA","OCSSA007693","100"
