"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Cd. Cancun","Quintana Roo","ISSSTE","QRIST000055","100"
"Hospital Comunitario Santa Cruz de Juventino Rosas","Guanajuato","SSA","GTSSA016842","100"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hospital de Especialidades de Chetumal","Quintana Roo","SSA","QRSSA001843","100"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","100"
"Hospital Regional Poza Rica","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000066","100"
"Acapulco","Guerrero","ISSSTE","GRIST000025","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Villa Ocaranza","Hidalgo","SSA","HGSSA003941","100"
"Hgs 33 Tizayuca","Hidalgo","IMSS","HGIMS000135","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","100"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","100"
"Hgz 47 Vicente Guerrero","Ciudad de México","IMSS","DFIMS000365","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Apatzingan de La Constitucion","Michoacán de Ocampo","ISSSTE","MNIST000016","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hg de Jojutla Dr. Ernesto Meana San Román","Morelos","SSA","MSSSA000961","100"
"Centro Regional de Desarrollo Infantil y Estimulación Temprana","Oaxaca","SSA","OCSSA021312","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","100"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","99"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","97"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","96"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","95"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","94"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","94"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","94"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","94"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","94"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","93"
"Hospital del Niño Morelense","Morelos","SSA","MSSSA002863","92"
"Hospital General de Axapusco","México","SSA","MCSSA014143","92"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","91"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","91"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","90"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","89"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","89"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","88"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","87"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","86"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","86"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","85"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","85"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","84"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","84"
"Hospital General Cd. del Carmen","Campeche","PEMEX","CCPMX000013","82"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","82"
