"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","100"
"Hospital Regional Minatitlán","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000054","100"
"Hospital General Pichucalco","Chiapas","SSA","CSSSA004945","100"
"Hgzmf 36 Coatzacoalcos","Veracruz de Ignacio de La Llave","IMSS","VZIMS000231","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Dr. Daniel Gurria Urgell","Tabasco","ISSSTE","TCIST000063","100"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hospital General de Chalco","México","SSA","MCSSA001682","100"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","100"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","100"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Acapulco","Guerrero","ISSSTE","GRIST000025","100"
"Hg Dr. Miguel Silva","Michoacán de Ocampo","SSA","MNSSA001891","100"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","100"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Hospital General de Valladolid","Yucatán","SSA","YNSSA013440","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Hospital General Las Américas","México","SSA","MCSSA010280","100"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","100"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hospital General Queretaro","Querétaro","SSA","QTSSA001752","100"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","100"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","94"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","92"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","91"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","90"
"Hospital General de Soledad de Graciano Sánchez","San Luis Potosí","SSA","SPSSA017313","88"
"Hes Puebla","Puebla","IMSS","PLIMS000200","88"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","88"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","88"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","87"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","86"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","86"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","86"
"Hospital General del Estado Dr. Ernesto Ramos Bours","Sonora","SSA","SRSSA001110","86"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","83"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","83"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","83"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","83"
"Hg Infantil Eva Samano de López Mateos","Michoacán de Ocampo","SSA","MNSSA001874","83"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","83"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","83"
"Toluca","México","ISSSTE","MCIST000215","83"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","82"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","80"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","80"
"Hospital Regional Villahermosa","Tabasco","PEMEX","TCPMX000014","80"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","78"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","78"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","77"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","77"
