"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"Hgz 71 Chalco","México","IMSS","MCIMS000145","100"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Los Mochis","Sinaloa","ISSSTE","SLIST000015","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"Zitacuaro","Michoacán de Ocampo","ISSSTE","MNIST000231","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
"Motozintla de Mendoza","Chiapas","IMSS-BIENESTAR","CSIMO002620","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Hospital de Especialidades de La Mujer","Oaxaca","SSA","OCSSA007705","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","100"
