"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","100"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","100"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Hospital Militar Regional de Acapulco Gro.","Guerrero","SEDENA","GRSDN000014","100"
"Hes Puebla","Puebla","IMSS","PLIMS000200","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","100"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hospital de Especialidades de Chetumal","Quintana Roo","SSA","QRSSA001843","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","100"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","100"
