"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","72"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","68"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","42"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","14"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","12"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","7"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","7"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","5"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","4"
"Instituto Nacional de Rehabilitación","Ciudad de México","SSA/CC","DFSSA003956","0"
