"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Maxcanú","Yucatán","IMSS-BIENESTAR","YNIMO000376","200"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Pinotepa Nacional","Oaxaca","ISSSTE","OCIST000240","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital Militar Regional de Tuxtla Gtz. Chis.","Chiapas","SEDENA","CSSDN000013","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Hg Tehuantepec","Oaxaca","SSA","OCSSA018473","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hg Ciudad Ixtepec","Oaxaca","SSA","OCSSA016764","100"
"Hospital General de Matehuala","San Luis Potosí","SSA","SPSSA002992","100"
"Hgr 12 Benito Juárez","Yucatán","IMSS","YNIMS000095","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Orizaba","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000173","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"Hc Tuzantla","Michoacán de Ocampo","SSA","MNSSA016504","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","100"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","100"
"Cd. Mante","Tamaulipas","ISSSTE","TSIST000054","100"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","100"
"Hgz 3 Mante","Tamaulipas","IMSS","TSIMS000182","100"
"Dr. Manuel F. Rodriguez","Tamaulipas","ISSSTE","TSIST000071","100"
"Hgzmf 21 Leon","Guanajuato","IMSS","GTIMS000243","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","100"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Sanatorio Naval de Matamoros","Tamaulipas","SEMAR","TSSMA000015","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hospital General Tehuacan","Puebla","SSA","PLSSA003663","100"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","100"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
