"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","100"
"Hg Adolfo Prieto","Guerrero","SSA","GRSSA012535","100"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","100"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","100"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"La Paz","Baja California Sur","ISSSTE","BSIST000330","100"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","100"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","100"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","92"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","89"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","89"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","89"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","88"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","85"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","75"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","71"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","71"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","62"
"Hgsmf 26 Cabo San Lucas","Baja California Sur","IMSS","BSIMS000154","60"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","57"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","53"
