"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Tuxpan","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000296","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","100"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","100"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","100"
"Pinos","Zacatecas","IMSS-BIENESTAR","ZSIMO000820","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital Militar de Zona de Ixcotel Oax.","Oaxaca","SEDENA","OCSDN000031","100"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","100"
"Hospital General de Axapusco","México","SSA","MCSSA014143","100"
"Hospital para el Niño Poblano","Puebla","SME","PLSME000020","100"
"Hospital General de La Zona Norte  Bicentenario de La Independencia","Puebla","SSA","PLSSA015230","100"
"Guanajuato","Guanajuato","ISSSTE","GTIST000074","100"
"Hospital Militar Regional de Puebla Pue.","Puebla","SEDENA","PLSDN000015","100"
"Santiago Juxtlahuaca","Oaxaca","IMSS-BIENESTAR","OCIMO004050","100"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","100"
"Hgsmf 4 Tecoman","Colima","IMSS","CMIMS000104","100"
"Hg Huajuapan Enf. María del Pilar Sánchez Villavicencio","Oaxaca","SSA","OCSSA000524","100"
"Pachuca (dr. Jesús del Rosal)","Hidalgo","SSA","HGSSA002570","100"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","100"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","100"
"Zimapan","Hidalgo","ISSSTE","HGIST000362","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","100"
"Hospital General de Ciudad Constitución","Baja California Sur","SSA","BSSSA001510","100"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","100"
"Hgr 180 Tlajomulco","Jalisco","IMSS","JCIMS001392","100"
"Dr. Baudelio Villanueva","Tamaulipas","ISSSTE","TSIST000100","100"
"Hgz 1 Tepic","Nayarit","IMSS","NTIMS000190","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
"Dr. Aquiles Calles Ramirez","Nayarit","ISSSTE","NTIST000120","100"
"Ixmiquilpan","Hidalgo","ISSSTE","HGIST000065","100"
"Hospital Militar Regional de Chilpancingo Gro.","Guerrero","SEDENA","GRSDN000026","100"
"Hospital Militar Regional del Cipres B. C.","Baja California","SEDENA","BCSDN000024","100"
"Hc Santa Catarina Juquila","Oaxaca","SSA","OCSSA004152","100"
"Pinotepa Nacional","Oaxaca","ISSSTE","OCIST000240","100"
"Hg Salina Cruz","Oaxaca","SSA","OCSSA019873","100"
"Hc Santos Reyes Nopala","Oaxaca","SSA","OCSSA020445","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hgzmf 2 Monterrey","Nuevo León","IMSS","NLIMS000373","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Hospital Militar Regional de Tuxtla Gtz. Chis.","Chiapas","SEDENA","CSSDN000013","100"
"Cd. del Carmen","Campeche","ISSSTE","CCIST000033","100"
"Enfermería Militar de Ixtepec Oax.","Oaxaca","SEDENA","OCSDN000014","100"
"Hospital General Rincón de Romos","Aguascalientes","SSA","ASSSA000655","100"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","100"
"Hospital General Agustín O´horán","Yucatán","SSA","YNSSA000565","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital Regional de Alta Especialidad de La Península de Yucatán","Yucatán","SSA/CC","YNSSA013423","100"
"7/o. Batallon de Ingenieros de Combate","Yucatán","SEDENA","YNSDN000084","100"
"Zamora","Michoacán de Ocampo","ISSSTE","MNIST000226","100"
"Hospital Militar Regional de Hermosillo Son.","Sonora","SEDENA","SRSDN000011","100"
"Centro de Alta Especialidad  Dr. Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA002965","100"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","100"
"Hospital Militar Regional de San Luis Potosí Slp.","San Luis Potosí","SEDENA","SPSDN000015","100"
"Hospital Regional de Alta Especialidad Dr.ignacio Morones Prieto","San Luis Potosí","SSA","SPSSA003482","100"
"Hospital General Ometepec","Guerrero","SSA","GRSSA005762","100"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","100"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","100"
"Hgr 17 Cancun","Quintana Roo","IMSS","QRIMS000142","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Hospital Militar de Zona de Villahermosa Tab.","Tabasco","SEDENA","TCSDN000011","100"
"Cd. Mante","Tamaulipas","ISSSTE","TSIST000054","100"
"Hgr 220 Toluca","México","IMSS","MCIMS000816","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","100"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","100"
"Instituto Nacional de Perinatología Isidro Espinosa de Los Reyes","Ciudad de México","SSA/CC","DFSSA004096","100"
"A D. F.","Ciudad de México","SEDENA","DFSDN000074","100"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hgzmf 1 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000171","98"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","96"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","95"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","95"
"Hgr 12 Benito Juárez","Yucatán","IMSS","YNIMS000095","95"
"Hospital General Dr Eduardo Vazquez N","Puebla","SSA","PLSSA002490","95"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","94"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","94"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","93"
"Hgz 8 Uruapan","Michoacán de Ocampo","IMSS","MNIMS000424","93"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","92"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","92"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","91"
"Hospital General de Tekax","Yucatán","SSA","YNSSA013476","90"
"Hospital General Cadereyta","Nuevo León","PEMEX","NLPMX000015","89"
"Hospital General Celaya","Guanajuato","SSA","GTSSA000766","89"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","89"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","88"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","88"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","88"
"Hospital de Tlapa","Guerrero","SSA","GRSSA008101","88"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","88"
"Hgz 5 Metepec","Puebla","IMSS","PLIMS000043","87"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","87"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","87"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","86"
"Hospital General de Tampico Dr. Carlos Canseco","Tamaulipas","SSA","TSSSA005151","86"
"Hospital General de Subzona No. 12","Sonora","IMSS","SRIMS000915","86"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","86"
"Cd. Cancun","Quintana Roo","ISSSTE","QRIST000055","86"
"Hospital General Torreón","Coahuila de Zaragoza","SSA","CLSSA002862","86"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","85"
"Hgz 11 Nuevo Laredo","Tamaulipas","IMSS","TSIMS000276","84"
"Hospital Regional Cd. Madero","Tamaulipas","PEMEX","TSPMX000010","84"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","84"
"Hgz 1 Saltillo","Coahuila de Zaragoza","IMSS","CLIMS000321","84"
"Hgsmf 2 Cozumel","Quintana Roo","IMSS","QRIMS000014","83"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","83"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","83"
"Dr. Miguel Trejo Ochoa","Colima","ISSSTE","CMIST000010","83"
"Hgsmf 30 Guamuchil","Sinaloa","IMSS","SLIMS000411","83"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","83"
"Centro Oncologico de La Región  Sureste de Coahuila","Coahuila de Zaragoza","SSA","CLSSA002932","83"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","82"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","82"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","82"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","82"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","81"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","81"
"Hgzmf 5 Tula de Hidalgo","Hidalgo","IMSS","HGIMS000164","81"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","80"
"Hospital Civil Dr. Antonio González Guevara","Nayarit","SSA","NTSSA001594","79"
"Hgz 2 Tulancingo","Hidalgo","IMSS","HGIMS000181","79"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","78"
"Hgsmf 26 Cabo San Lucas","Baja California Sur","IMSS","BSIMS000154","77"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","77"
"Hospital Militar Zona de Chetumal Q. Roo","Quintana Roo","SEDENA","QRSDN000015","77"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","76"
