"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital General de  Boca del Rio","Veracruz de Ignacio de La Llave","SSA","VZSSA010212","100"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","100"
"Acapulco","Guerrero","ISSSTE","GRIST000025","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Hospital General de Apan","Hidalgo","SSA","HGSSA015515","100"
"San Cristobal de Las Casas","Chiapas","ISSSTE","CSIST000193","100"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"Cd. Victoria","Tamaulipas","ISSSTE","TSIST000153","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Hospital General La Cruz","Sinaloa","SSA","SLSSA017594","100"
"Hgzmf 4 Iguala","Guerrero","IMSS","GRIMS000112","100"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","100"
"Hospital Regional Poza Rica","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000066","100"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","100"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","100"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","100"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","100"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","98"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","96"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","95"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","90"
"Hospital Regional de Alta Especialidad de Zumpango","México","SSA","MCSSA018774","90"
"Hospital Juárez de México","Ciudad de México","SSA/CC","DFSSA003944","89"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","89"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","89"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","87"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","85"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","83"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","82"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","82"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","79"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","79"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","75"
"H.g. Tenancingo","México","SSA","MCSSA006430","75"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","73"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","71"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","71"
"Dra. Columba Rivera Osorio","Hidalgo","ISSSTE","HGIST000106","70"
"Hgr 66 Cd. Juárez","Chihuahua","IMSS","CHIMS000573","70"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","69"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","68"
"Hospital General San Francisco","Nayarit","SSA","NTSSA002084","67"
"H.g. Dr. Fernando Quiroz Gutiérrez","México","SSA","MCSSA008945","67"
"Hospital General de Axapusco","México","SSA","MCSSA014143","67"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","67"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","66"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","65"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","63"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","61"
"H.g. Valentín Gómez Farías (san Francisco Zentlalpan)","México","SSA","MCSSA018750","60"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","60"
"H.g. Chimalhuacán","México","SSA","MCSSA002020","60"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","60"
"Hes Puebla","Puebla","IMSS","PLIMS000200","60"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","58"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","57"
"Hg de Cuernavaca Dr. Jose G. Parres","Morelos","SSA","MSSSA000466","57"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","56"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","56"
"Hospital General Las Américas","México","SSA","MCSSA010280","55"
"Hospital General Acapulco","Guerrero","SSA","GRSSA000010","55"
"Hes 14 Cmn Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001112","55"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","54"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","54"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","54"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","53"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","52"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","50"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","50"
"Hospital General de Playa del Carmen","Quintana Roo","SSA","QRSSA018001","50"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","50"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","50"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","50"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","50"
"Hospital Dr. Manuel Campos","Campeche","SSA","CCSSA000100","50"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","50"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","50"
"Toluca","México","ISSSTE","MCIST000215","50"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","48"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","48"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","47"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","46"
"Instituto Nacional de Cardiología Ignacio Chávez","Ciudad de México","SSA/CC","DFSSA004031","45"
"Hgr 17 Cancun","Quintana Roo","IMSS","QRIMS000142","45"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","44"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","44"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","44"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","43"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","43"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","43"
"Hospital General de Zacatlán","Puebla","SSA","PLSSA015551","43"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","43"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","41"
