"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","100"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","100"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","100"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","100"
"Hospital General León","Guanajuato","SSA","GTSSA005683","100"
"Hospital Comunitario Santa Cruz de Juventino Rosas","Guanajuato","SSA","GTSSA016842","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","100"
"Enfermería Militar de Zapopan Jal.","Jalisco","SEDENA","JCSDN000034","100"
"Aguascalientes","Aguascalientes","ISSSTE","ASIST000016","100"
"Hospital General de Occidente","Jalisco","SSA","JCSSA007066","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","100"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Hospital General Milpa Alta","Ciudad de México","SSA","DFSSA002066","100"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","100"
"Gomez Palacio","Durango","ISSSTE","DGIST000054","100"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","100"
"Hospital General de Saltillo","Coahuila de Zaragoza","SSA","CLSSA002734","100"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","100"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","100"
