"Unidad médica","Estado","Institución","CLUES","% de Ocupación"
"Hospital de Alta Especialidad de Veracruz","Veracruz de Ignacio de La Llave","SSA","VZSSA006972","100"
"Hospital General Culiacan","Sinaloa","SSA","SLSSA002660","100"
"Gral. Jose Maria Morelos Y Pavon","Ciudad de México","ISSSTE","DFIST000155","100"
"Hgz 1 Oaxaca","Oaxaca","IMSS","OCIMS000136","100"
"Hospital Regional de Ciudad Guzman","Jalisco","SSA","JCSSA001326","100"
"Hgz 83 Morelia","Michoacán de Ocampo","IMSS","MNIMS000593","100"
"Hospital General Dr. Raymundo Abarca Alarcón","Guerrero","SSA","GRSSA009950","100"
"Veracruz","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000301","100"
"Dr. Santiago Ramon Y Cajal","Durango","ISSSTE","DGIST000042","100"
"Hgz 17 Monterrey","Nuevo León","IMSS","NLIMS000356","100"
"Huajuapan de Leon","Oaxaca","ISSSTE","OCIST000042","100"
"19 (extensión Hospital Huejutla)","Hidalgo","SSA","HGSSA005032","100"
"Huejutla de Reyes","Hidalgo","ISSSTE","HGIST000041","100"
"H.g. Texcoco Guadalupe Victoria Bicentenario","México","SSA","MCSSA018412","100"
"Hgr 1 Queretaro","Querétaro","IMSS","QTIMS000092","100"
"Hospital Real San José S.c","Jalisco","SMP","JCSMP000313","100"
"Hospital General Regional No. 2 El Marques","Querétaro","IMSS","QTIMS000285","100"
"El Fuerte","Sinaloa","IMSS-BIENESTAR","SLIMO000576","100"
"Comitan de Dominguez","Chiapas","ISSSTE","CSIST000065","100"
"Hospital General San Felipe del Progreso","México","SSA","MCSSA005095","100"
"Hospital General Ixtlahuaca Valentin Gómez Farías","México","SSA","MCSSA002872","100"
"H.g. Jilotepec","México","SSA","MCSSA010053","100"
"Hg Juchitan Dr. Macedonio Benitez Fuentes","Oaxaca","SSA","OCSSA007693","100"
"Hgz 1 Carlos Mcgregor","Ciudad de México","IMSS","DFIMS000534","100"
"Chetumal","Quintana Roo","ISSSTE","QRIST000043","100"
"Ocosingo","Chiapas","ISSSTE","CSIST000140","100"
"Hospital Militar Zona de Chetumal Q. Roo","Quintana Roo","SEDENA","QRSDN000015","100"
"Mazatlan","Sinaloa","ISSSTE","SLIST000196","100"
"Hospital Naval de Mazatlan","Sinaloa","SEMAR","SLSMA000022","100"
"Hg Tuxtepec","Oaxaca","SSA","OCSSA002146","100"
"Tehuantepec","Oaxaca","ISSSTE","OCIST000252","100"
"Hospital General Reynosa Dr. José María Cantú Garza","Tamaulipas","SSA","TSSSA001772","100"
"Hospital General Navojoa","Sonora","SSA","SRSSA001670","100"
"Dr. Francisco Galindo Chavez","Coahuila de Zaragoza","ISSSTE","CLIST000123","100"
"Hospital General Torreón (Baja)","Coahuila de Zaragoza","SSA","CLSSA001614","100"
"Hospital General Miguel Hidalgo Y Costilla Bicentenario","México","SSA","MCSSA005730","100"
"Instituto Nacional de Ciencias Médicas Y Nutrición Salvador Zubirán","Ciudad de México","SSA/CC","DFSSA004055","100"
"Dr. Manuel Cardenas de La Vega","Sinaloa","ISSSTE","SLIST000085","100"
"Leon","Guanajuato","ISSSTE","GTIST000091","100"
"Hospital Militar Regional de Mérida Yuc.","Yucatán","SEDENA","YNSDN000014","100"
"Hospital General San Francisco","Nayarit","SSA","NTSSA002084","100"
"Hospital General Tula","Hidalgo","SSA","HGSSA015532","100"
"Hes Oblatos","Jalisco","IMSS","JCIMS000301","100"
"Hospital General de Mexicali","Baja California","SSA","BCSSA000440","100"
"Centro Médico Lic. Adolfo López Mateos","México","SSA","MCSSA010222","100"
"Celaya","Guanajuato","ISSSTE","GTIST000045","100"
"H.g. Dr. Nicolás San Juan","México","SSA","MCSSA007661","100"
"Hospital Para El Niño Imiem","México","SME","MCSME000011","100"
"Hg Oaxaca Dr. Aurelio Valdivieso","Oaxaca","SSA","OCSSA000985","100"
"Hinfec Cm La Raza","Ciudad de México","IMSS","DFIMS000056","100"
"Xalapa","Veracruz de Ignacio de La Llave","ISSSTE","VZIST000120","100"
"Presidente Benito Juarez","Oaxaca","ISSSTE","OCIST000112","100"
"Dr. Belisario Dominguez","Chiapas","ISSSTE","CSIST000251","100"
"Hgz 14 C/unidad Quemados","Sonora","IMSS","SRIMS000900","98"
"Hgz 30 Mexicali","Baja California","IMSS","BCIMS000122","98"
"Hospital Regional de Alta Especialidad de Oaxaca","Oaxaca","SSA/CC","OCSSA007483","94"
"Hospital Naval de Acapulco","Guerrero","SEMAR","GRSMA000015","94"
"Hgz No. 20","Puebla","IMSS","PLIMS000586","94"
"Hospital General Dr. Manuel Gea González","Ciudad de México","SSA/CC","DFSSA003961","91"
"Hospital General de México","Ciudad de México","SSA/CC","DFSSA003973","91"
"Centro Médico Issemym Lic. Arturo Montiel Rojas Issemym","México","SME","MCSME000921","89"
"Morelia","Michoacán de Ocampo","ISSSTE","MNIST000120","88"
"Hgr 1 Tijuana","Baja California","IMSS","BCIMS000373","88"
"Hgzmf 2 San Luis Potosi","San Luis Potosí","IMSS","SPIMS000183","86"
"Hgz 57 La Quebrada","México","IMSS","MCIMS000874","85"
"Hgr 110 Oblatos","Jalisco","IMSS","JCIMS000354","85"
"Hospital Regional de Alta Especialidad de Zumpango","México","SSA","MCSSA018774","84"
"Hgr 72 Gustavo Baz","México","IMSS","MCIMS000746","84"
"Hospital General de Manzanillo","Colima","SSA","CMSSA001356","83"
"Hospital Universitario Dr. José Eleuterio González","Nuevo León","HUN","NLHUN000014","83"
"Hgr 1 Ignacio García Tellez","Yucatán","IMSS","YNIMS000083","83"
"Hospital General Dr. Desiderio G. Rosado Carbajal","Tabasco","SSA","TCSSA017420","83"
"Acapulco","Guerrero","ISSSTE","GRIST000025","83"
"Hgr 251 Metepec","México","IMSS","MCIMS001185","82"
"22/o. Batallón de   Infantería","Ciudad de México","SEDENA","DFSDN000103","82"
"Primero de Octubre","Ciudad de México","ISSSTE","DFIST000090","81"
"H.g. Tenancingo","México","SSA","MCSSA006430","80"
"Hgz 33 Felix U. Gomez","Nuevo León","IMSS","NLIMS000361","80"
"19 (extensión Hospital Pachuca)","Hidalgo","SSA","HGSSA005020","80"
"Hospital Civil Dr. Antonio González Guevara","Nayarit","SSA","NTSSA001594","80"
"Hgz 2 Tuxtla Gutiérrez","Chiapas","IMSS","CSIMS000251","79"
"Hospital General de Zona No. 5","Sonora","IMSS","SRIMS000920","79"
"Hes Puebla","Puebla","IMSS","PLIMS000200","79"
"20 de Noviembre","Ciudad de México","ISSSTE","DFIST000312","78"
"Hgz 58 Las Margaritas","México","IMSS","MCIMS000734","78"
"Centenario Hospital Miguel Hidalgo","Aguascalientes","SSA","ASSSA000025","77"
"Hgz 68 Tulpetlac","México","IMSS","MCIMS000990","77"
"Hgzmf 1 Tapachula","Chiapas","IMSS","CSIMS000205","77"
"Hgzmf 2 Apizaco","Tlaxcala","IMSS","TLIMS000030","75"
"Hospital General de Gómez Palacio","Durango","SSA","DGSSA000676","75"
"Rafael Lucio","Veracruz de Ignacio de La Llave","SSA","VZSSA004855","75"
"Hgzmf 11 Cd. Delicias","Chihuahua","IMSS","CHIMS000206","75"
"Hgz 49 Los Mochis","Sinaloa","IMSS","SLIMS000020","75"
"Hgz 1 Tlaxcala","Tlaxcala","IMSS","TLIMS000136","74"
"H.g. Dr.salvador González Herrejon","México","SSA","MCSSA001011","73"
"Hgz 46 Dr. B Reynés B","Tabasco","IMSS","TCIMS000121","73"
"Hgzmf 8 Ensenada","Baja California","IMSS","BCIMS000011","72"
"Hgz 3 Tuxtepec","Oaxaca","IMSS","OCIMS000182","71"
"Hg Cm La Raza","Ciudad de México","IMSS","DFIMS000061","70"
"Hospital General de Axapusco","México","SSA","MCSSA014143","70"
"Hgr 1 Culiacán","Sinaloa","IMSS","SLIMS000131","70"
"Tacuba","Ciudad de México","ISSSTE","DFIST000534","69"
"Hospital General de San Luis Río Colorado","Sonora","SSA","SRSSA002085","69"
"Hes 2 Cm Obregon","Sonora","IMSS","SRIMS000150","69"
"Hospital General Veracruz","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000071","67"
"Hospital Regional Cd. Madero","Tamaulipas","PEMEX","TSPMX000010","67"
"Chilpancingo de Los Bravo","Guerrero","ISSSTE","GRIST000112","67"
"Hgz 11 Nuevo Laredo","Tamaulipas","IMSS","TSIMS000276","67"
"Hospital General del Valle del Mezquital Ixmiquilpan","Hidalgo","SSA","HGSSA001590","67"
"Hgz 6 Cd. Valles","San Luis Potosí","IMSS","SPIMS000072","67"
"Hgz 3 Navojoa","Sonora","IMSS","SRIMS000541","67"
"Hgzmf 8 San Angel","Ciudad de México","IMSS","DFIMS000464","67"
"Hospital General Guasave","Sinaloa","SSA","SLSSA001255","67"
"Dr. Patricio Trueba Regil","Campeche","ISSSTE","CCIST000021","67"
"Hgz No. 48 San Pedro Xalpa","Ciudad de México","IMSS","DFIMS000831","66"
"Hospital de Traumatología Y Ortopedia Doctor Y General Rafael Moreno Valle","Puebla","SSA","PLSSA009394","66"
"Hospital Regional de Alta Especialidad Ixtapaluca","México","SSA/CC","MCSSA018786","65"
"Hospital General de Teziutlán","Puebla","SSA","PLSSA008485","65"
"Hospital General Ajusco Medio","Ciudad de México","SSA","DFSSA018166","65"
"Gral. Ignacio Zaragoza","Ciudad de México","ISSSTE","DFIST000160","65"
"Hgz 1 Zacatecas","Zacatecas","IMSS","ZSIMS000353","64"
"Hgr 6 Cd. Madero","Tamaulipas","IMSS","TSIMS000071","64"
"Instituto Nacional de Cancerología","Ciudad de México","SSA/CC","DFSSA004043","64"
"Hes 1 Leon","Guanajuato","IMSS","GTIMS000226","62"
"Hospital Metropolitano","Nuevo León","SSA","NLSSA004046","62"
"Hospital Regional Reynosa","Tamaulipas","PEMEX","TSPMX000022","62"
"Hgz 2 Aguascalientes","Aguascalientes","IMSS","ASIMS000016","61"
"Dr. Dario Fernandez Fierro","Ciudad de México","ISSSTE","DFIST000324","60"
"19 Palenque","Chiapas","SSA","CSSSA019510","60"
"Hospital Militar Regional de Acapulco Gro.","Guerrero","SEDENA","GRSDN000014","60"
"Hgz 4 Celaya","Guanajuato","IMSS","GTIMS000062","60"
"Hospital General Regional No. 200","México","IMSS","MCIMS001171","59"
"Hospital Regional de Alta Especialidad del Bajío","Guanajuato","SSA/CC","GTSSA016796","59"
"Hes 1 Merida","Yucatán","IMSS","YNIMS000071","58"
"Hospital Regional de Alta Especialidad Dr. Juan Graham Casasus","Tabasco","SSA","TCSSA001064","58"
"Hgr 2 Villa Coapa","Ciudad de México","IMSS","DFIMS000814","58"
"Bicentenario de La Independencia","México","ISSSTE","MCIST000425","58"
"Hes Cm La Raza","Ciudad de México","IMSS","DFIMS000020","58"
"Hgz 67 Apodaca","Nuevo León","IMSS","NLIMS000636","57"
"Hospital Dr. Manuel Campos","Campeche","SSA","CCSSA000100","57"
"Hospital Regional  Poza Rica de Hidalgo","Veracruz de Ignacio de La Llave","SSA","VZSSA004744","57"
"19 Tuxtla","Chiapas","SSA","CSSSA009471","56"
"Hg Hospital General de Matamoros Dr. Alfredo Pumarejo","Tamaulipas","SSA","TSSSA001031","56"
"H.g. José Vicente Villada","México","SSA","MCSSA001636","56"
"Instituto Nacional de Enfermedades Respiratorias Ismael Cosío Villegas","Ciudad de México","SSA/CC","DFSSA004026","56"
"Hgrmf 1 Cuernavaca","Morelos","IMSS","MSIMS000054","55"
"Hgr1 C.obregon","Sonora","IMSS","SRIMS000145","55"
"Hospital General Las Américas","México","SSA","MCSSA010280","54"
"Hgzmf 36 Coatzacoalcos","Veracruz de Ignacio de La Llave","IMSS","VZIMS000231","54"
"Hgz 4 Villa Guadalupe","Nuevo León","IMSS","NLIMS000204","54"
"Troncoso","Ciudad de México","IMSS","DFIMS000312","54"
"Hospital General de Tulancingo","Hidalgo","SSA","HGSSA018000","54"
"Hospital Regional de Coatzacoalcos Dr.valentin Gómez Farias","Veracruz de Ignacio de La Llave","SSA","VZSSA001150","54"
"Hospital General Los Mochis","Sinaloa","SSA","SLSSA000024","54"
"Tlaxcala","Tlaxcala","ISSSTE","TLIST000042","53"
"Hospital General del Estado Dr. Ernesto Ramos Bours","Sonora","SSA","SRSSA001110","53"
"Hgz 1a Venados","Ciudad de México","IMSS","DFIMS000522","53"
"Hospital Central Norte","Ciudad de México","PEMEX","DFPMX000012","53"
"Hgz 53 Los Reyes Paz","México","IMSS","MCIMS000676","52"
"Hgr 196 Fidel Velazquez","México","IMSS","MCIMS000244","52"
"Hospital General Tijuana","Baja California","SSA","BCSSA000913","51"
"Tampico","Tamaulipas","ISSSTE","TSIST000182","50"
"Hgsmf 5 Taxco","Guerrero","IMSS","GRIMS000182","50"
"Ocozocoautla de Espinosa","Chiapas","IMSS-BIENESTAR","CSIMO003081","50"
"Hospital General Atlacomulco","México","SSA","MCSSA010123","50"
"Cd. Juarez","Chihuahua","ISSSTE","CHIST000112","50"
"Hospital Militar de Zona de Santa María Rayón","México","SEDENA","MCSDN000385","50"
"Hecelchakán","Campeche","IMSS-BIENESTAR","CCIMO000232","50"
"Enfermería Militar de Temamatla Mex.","México","SEDENA","MCSDN000011","50"
"Hospital Materno Perinatal Mónica Pretelini Sáenz","México","SSA","MCSSA007673","50"
"Hospital General Tláhuac","Ciudad de México","SSA","DFSSA018154","50"
"Hgz 1 Aguascalientes","Aguascalientes","IMSS","ASIMS000021","50"
"HG Chilapa de Álvarez","Guerrero","SSA","GRSSA003423","50"
"Hgsmf 30 Guamuchil","Sinaloa","IMSS","SLIMS000411","50"
"Hgzmf 18 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000444","50"
"Hg Infantil Eva Samano de López Mateos","Michoacán de Ocampo","SSA","MNSSA001874","50"
"Clínica de La Mujer San Cristóbal de Las Casas","Chiapas","SSA","CSSSA019090","50"
"Hospital Central Sur de Alta Especialidad","Ciudad de México","PEMEX","DFPMX000024","50"
"Hospital Naval de Veracruz","Veracruz de Ignacio de La Llave","SEMAR","VZSMA000040","50"
"Bochil","Chiapas","IMSS-BIENESTAR","CSIMO000433","50"
"Hgz 50 Tangamanga","San Luis Potosí","IMSS","SPIMS000376","50"
"Centro Estatal de Cuidados Críticos Salamanca","Guanajuato","SSA","GTSSA017315","50"
"Hospital Regional Minatitlán","Veracruz de Ignacio de La Llave","PEMEX","VZPMX000054","49"
"Hgr Orizaba","Veracruz de Ignacio de La Llave","IMSS","VZIMS000733","48"
"Hospital General de Zona No. 10","Colima","IMSS","CMIMS000133","47"
"Hgz 11 Jalapa","Veracruz de Ignacio de La Llave","IMSS","VZIMS000564","47"
"Hgr 1 V. Guerrero","Guerrero","IMSS","GRIMS000013","47"
"Hgr 46 Guadalaja","Jalisco","IMSS","JCIMS000371","47"
"Hgzmf 7 Monclova","Coahuila de Zaragoza","IMSS","CLIMS000111","47"
"19 Tapachula","Chiapas","SME","CSSME000100","47"
"Hospital General de Cholula","Puebla","SSA","PLSSA008425","46"
"Hgz 30 Iztacalco","Ciudad de México","IMSS","DFIMS000324","46"
"Hgzmf 3 Mazatlan","Sinaloa","IMSS","SLIMS000341","46"
"Hgz 32 Villa Coapa","Ciudad de México","IMSS","DFIMS000126","45"
"Lic. Adolfo Lopez Mateos","Ciudad de México","ISSSTE","DFIST000201","45"
"Hospital Central Militar","Ciudad de México","SEDENA","DFSDN000086","45"
"Centenario de La Revolucion Mexicana","Morelos","ISSSTE","MSIST000293","44"
"Hgzmf 1 Campeche","Campeche","IMSS","CCIMS000016","44"
"Hgz 98 Coacalco","México","IMSS","MCIMS000080","44"
"Toluca","México","ISSSTE","MCIST000215","44"
"Fundacion Santos Y de La Garza Evia Ibp","Nuevo León","SMP","NLSMP000023","44"
"19","Guanajuato","SSA","GTSSA002101","43"
"Hospital General Cd. Valles","San Luis Potosí","SSA","SPSSA000356","43"
"Hospital General Dr. Rubén Leñero","Ciudad de México","SSA","DFSSA003553","43"
"H.g. Valle de Bravo","México","SSA","MCSSA007982","43"
"Hes Cmn Siglo Xxi","Ciudad de México","IMSS","DFIMS000580","43"
"Monterrey","Nuevo León","ISSSTE","NLIST000105","43"
"Instituto Nacional de Pediatría","Ciudad de México","SSA/CC","DFSSA004014","43"
"Hospital General Acapulco","Guerrero","SSA","GRSSA000010","43"
"Dr. Bernardo Sepulveda Gutiérrez","Guerrero","SSA","GRSSA004753","43"
"Hgz 8 Uruapan","Michoacán de Ocampo","IMSS","MNIMS000424","42"
"Hgr 20 Tijuana","Baja California","IMSS","BCIMS000262","42"
"Hgz 11 Piedras Negras","Coahuila de Zaragoza","IMSS","CLIMS000251","42"
"Hgr 270 Reynosa","Tamaulipas","IMSS","TSIMS000533","42"
"Hgz 197 Texcoco","México","IMSS","MCIMS000961","41"
"Hospital Regional Tepatitlan","Jalisco","SSA","JCSSA005584","40"
"Hospital General Pachuca","Hidalgo","SSA","HGSSA002430","40"
"Dr. Fernando Quiroz Gutierrez","Ciudad de México","ISSSTE","DFIST000196","40"
"Hospital Militar Regional de Mazatlán Sin.","Sinaloa","SEDENA","SLSDN000016","40"
"H.g. Dr. Gustavo Baz Prada","México","SSA","MCSSA004231","40"
"Hospital General de Minatitlan","Veracruz de Ignacio de La Llave","SSA","VZSSA003595","40"
"Hgzmf 16 Torreon","Coahuila de Zaragoza","IMSS","CLIMS000432","40"
"Hospital Regional Villahermosa","Tabasco","PEMEX","TCPMX000014","40"
"Hgz 71 Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001124","39"
"81/o. Batallón de Infanteria","Ciudad de México","SEDENA","DFSDN000115","38"
"Hgr 1 Charo","Michoacán de Ocampo","IMSS","MNIMS000605","38"
"HGS 12 San Luis R. Colorado","Baja California","IMSS","BCIMS000064","38"
"Hgzmf 1 La Paz","Baja California Sur","IMSS","BSIMS000113","38"
"Hgz 15 Tehuacan","Puebla","IMSS","PLIMS000405","38"
"Hospital General La Perla Nezahualcoyotl","México","SSA","MCSSA010292","38"
"Hospital Dr. Julian A. Manzur Ocaña","Tabasco","SME","TCSME000011","37"
"Hospital General Dr. Enrique Cabrera","Ciudad de México","SSA","DFSSA017886","37"
"Hospital General de San Pablo del Monte","Tlaxcala","SSA","TLSSA001883","36"
"Hospital General de Chetumal","Quintana Roo","SSA","QRSSA000373","36"
"Instituto Nacional de Cardiología Ignacio Chávez","Ciudad de México","SSA/CC","DFSSA004031","35"
"Hospital General de Ensenada","Baja California","SSA","BCSSA000015","35"
"Unidad Móvil Temporal Covid","Ciudad de México","IMSS","DFIMS001065","35"
"Hgz 24 Insurgentes","Ciudad de México","IMSS","DFIMS000225","34"
"Instituto Nacional de Neurología Y Neurocirugía Manuel Velasco Suárez","Ciudad de México","SSA/CC","DFSSA004060","33"
"Hgzmf 2 Salina Cruz","Oaxaca","IMSS","OCIMS000170","33"
"Cd. Valles","San Luis Potosí","ISSSTE","SPIST000055","33"
"Hgz 46 Gomez Palacio","Durango","IMSS","DGIMS000083","33"
"Hospital Regional Río Blanco","Veracruz de Ignacio de La Llave","SSA","VZSSA004860","33"
"Hospital Militar Regional de Especialidades de Monterrey N. L.","Nuevo León","SEDENA","NLSDN000012","33"
"Hospital Regional de Alta Especialidad En Cd Victoria Bicentenario 2010","Tamaulipas","SSA/CC","TSSSA018292","33"
"Hospital Especializado de 30 Camas de Juchitan","Oaxaca","SSA","OCSSA007915","33"
"Hgs 7 La Piedad","Michoacán de Ocampo","IMSS","MNIMS000260","33"
"Hgz 194 El Molinito","México","IMSS","MCIMS000326","33"
"Axtla de Terrazas","San Luis Potosí","IMSS-BIENESTAR","SPIMO002475","33"
"Hospital General de Agua Prieta","Sonora","SSA","SRSSA017671","33"
"Hgs 5 Guerrero Negro","Baja California Sur","IMSS","BSIMS000072","33"
"San Jose del Rincon","México","IMSS-BIENESTAR","MCIMO000093","33"
"Hospital General de Huejotzingo","Puebla","SSA","PLSSA009001","33"
"Hospital Regional de Puerto Vallarta","Jalisco","SSA","JCSSA004230","33"
"Hgzmf 6 S.nicolas Garza","Nuevo León","IMSS","NLIMS000525","33"
"Hgz 3 Cancun","Quintana Roo","IMSS","QRIMS000060","33"
"Hospital General de Zona No 33","Nayarit","IMSS","NTIMS000342","33"
"Hgz 2 Cardenas","Tabasco","IMSS","TCIMS000022","33"
"Hgs 13 Cd. Acuña","Coahuila de Zaragoza","IMSS","CLIMS000012","33"
"Hgzmf 4 Cd. Carmen","Campeche","IMSS","CCIMS000045","33"
"Hospital Regional de La Barca","Jalisco","SSA","JCSSA013815","33"
"Hospital Comunitario Moctezuma","Sonora","SSA","SRSSA001612","33"
"Benemérito de Las Américas","Chiapas","IMSS-BIENESTAR","CSIMO002924","33"
"Hgzmf 24 Nueva Rosita","Coahuila de Zaragoza","IMSS","CLIMS000391","33"
"Hg de Cuernavaca Dr. Jose G. Parres","Morelos","SSA","MSSSA000466","32"
"Hospital General de Nativitas","Tlaxcala","SSA","TLSSA017925","32"
"H.g. Dr. Maximiliano Ruíz Castañeda","México","SSA","MCSSA004074","31"
"Hospital General Regional No. 58","Guanajuato","IMSS","GTIMS000564","31"
"Hg Zitacuaro","Michoacán de Ocampo","SSA","MNSSA004044","31"
"Hgzmf 29 S. Juan Aragon","Ciudad de México","IMSS","DFIMS000230","31"
"Hgr 17 Cancun","Quintana Roo","IMSS","QRIMS000142","30"
"Hospital General Queretaro","Querétaro","SSA","QTSSA001752","29"
"Hes 14 Cmn Verac","Veracruz de Ignacio de La Llave","IMSS","VZIMS001112","29"
"Hgzmf 1 Chetumal","Quintana Roo","IMSS","QRIMS000031","29"
"Hospital General Villa","Ciudad de México","SSA","DFSSA000881","29"
"Hgz 13 Matamoros","Tamaulipas","IMSS","TSIMS000211","29"
"Hospital de La Mujer","Michoacán de Ocampo","SSA","MNSSA001862","29"
"Hospital Regional Universitario","Colima","SSA","CMSSA000125","29"
"Hospital General de Zacatlán","Puebla","SSA","PLSSA015551","29"
"Hospital General 450","Durango","SSA","DGSSA017872","28"
"Hospital General de Soledad de Graciano Sánchez","San Luis Potosí","SSA","SPSSA017313","28"
"Valentin Gomez Farias","Jalisco","ISSSTE","JCIST000132","27"
"Hosp. Gral. Renacimiento","Guerrero","SSA","GRSSA000034","27"
"Hospital Central del Estado","Chihuahua","SSA","CHSSA000676","27"
"Dr. Fernando Ocaranza","Sonora","ISSSTE","SRIST000133","27"
"Hgzmf 76 Xalostoc","México","IMSS","MCIMS000232","27"
"Hospital General de Chalco","México","SSA","MCSSA001682","27"
"Hgr 12 Benito Juárez","Yucatán","IMSS","YNIMS000095","26"
"Pinos","Zacatecas","IMSS-BIENESTAR","ZSIMO000820","25"
"Hospital General Tecamachalco","Puebla","SSA","PLSSA016893","25"
"San Luis Potosi","San Luis Potosí","ISSSTE","SPIST000113","25"
"Hospital General San Luis de La Paz","Guanajuato","SSA","GTSSA004003","25"
"San Quintín","Baja California","IMSS-BIENESTAR","BCIMO000070","25"
"Hospital Militar de Zona de Mexicali B. C.","Baja California","SEDENA","BCSDN000012","25"
"Hospital Materno Infantil Issemym","México","SME","MCSME000916","25"
"Hgsmf 41 Huatulco","Oaxaca","IMSS","OCIMS000281","25"
"Agosto 12","Tamaulipas","ISSSTE","TSIST000095","25"
"Hospital General Pabellón de Arteaga","Aguascalientes","SSA","ASSSA000614","25"
"Hospital General Nogales","Sonora","SSA","SRSSA001851","25"
"Motozintla de Mendoza","Chiapas","IMSS-BIENESTAR","CSIMO002620","25"
"Hgzmf 32 Guasave","Sinaloa","IMSS","SLIMS000271","25"
"San Felipe Ecatepec","Chiapas","IMSS-BIENESTAR","CSIMO003863","25"
"Hgz 27 Tlatelolco","Ciudad de México","IMSS","DFIMS000621","24"
"Hospital General Culiacán","Sinaloa","SSA","SLSSA000666","24"
