"Estado","% Ocupación"
"Oaxaca","16.12"
"Tlaxcala","8.33"
"Chihuahua","8.00"
"Sinaloa","7.77"
"Durango","7.14"
"Baja California Sur","6.66"
"Aguascalientes","5.71"
"Nuevo León","5.44"
"Tamaulipas","5.37"
"Guerrero","5.12"
"Veracruz de Ignacio de La Llave","5.02"
"Jalisco","4.88"
"Colima","4.54"
"Ciudad de México","3.38"
"Querétaro","3.03"
"Quintana Roo","3.00"
"Nayarit","2.63"
"Coahuila de Zaragoza","2.38"
"Puebla","2.08"
"Michoacán de Ocampo","1.91"
"México","1.51"
"Hidalgo","1.42"
"Baja California","1.21"
"Guanajuato","0.95"
"Yucatán","0.93"
"Tabasco","0.56"
"San Luis Potosí","0.46"
"Chiapas","0.00"
"Campeche","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Sonora","0.00"
