"Estado","% Ocupación"
"Colima","76.99"
"Nayarit","67.25"
"Tlaxcala","65.47"
"Oaxaca","64.70"
"Jalisco","63.01"
"Nuevo León","61.99"
"Hidalgo","60.86"
"Ciudad de México","58.88"
"Veracruz de Ignacio de La Llave","56.86"
"Morelos","54.71"
"Aguascalientes","52.34"
"Tabasco","50.20"
"México","48.01"
"San Luis Potosí","45.67"
"Sonora","43.15"
"Puebla","42.26"
"Tamaulipas","38.73"
"Michoacán de Ocampo","38.11"
"Yucatán","36.73"
"Zacatecas","34.81"
"Coahuila de Zaragoza","34.61"
"Durango","33.33"
"Querétaro","33.20"
"Sinaloa","32.65"
"Guerrero","31.35"
"Baja California","24.81"
"Baja California Sur","20.85"
"Chiapas","20.19"
"Quintana Roo","19.20"
"Chihuahua","15.97"
"Guanajuato","15.54"
"Campeche","11.19"
