"Estado","% Ocupación"
"Aguascalientes","44.18"
"Nuevo León","39.82"
"Colima","32.32"
"Querétaro","27.58"
"Sinaloa","23.55"
"Chihuahua","22.98"
"Baja California Sur","21.12"
"Tlaxcala","17.91"
"Veracruz de Ignacio de La Llave","17.31"
"Sonora","16.49"
"Ciudad de México","15.87"
"Oaxaca","15.62"
"Hidalgo","14.76"
"Durango","14.00"
"Puebla","13.69"
"Jalisco","13.40"
"Morelos","12.29"
"Nayarit","11.57"
"México","11.56"
"Tamaulipas","11.30"
"San Luis Potosí","11.15"
"Coahuila de Zaragoza","10.40"
"Baja California","9.89"
"Michoacán de Ocampo","9.62"
"Zacatecas","7.77"
"Tabasco","6.99"
"Guerrero","6.27"
"Chiapas","5.74"
"Guanajuato","4.94"
"Quintana Roo","3.40"
"Campeche","3.04"
"Yucatán","3.03"
