"Estado","% Ocupación"
"Aguascalientes","41.17"
"Colima","20.63"
"Nuevo León","19.49"
"Ciudad de México","16.26"
"Baja California Sur","15.18"
"Chihuahua","14.78"
"Durango","13.46"
"Hidalgo","12.90"
"Querétaro","10.67"
"Sinaloa","10.52"
"Sonora","9.82"
"Oaxaca","8.60"
"Veracruz de Ignacio de La Llave","8.33"
"Tlaxcala","8.33"
"Zacatecas","7.81"
"Coahuila de Zaragoza","7.14"
"Jalisco","6.50"
"Guerrero","6.19"
"Puebla","5.39"
"Baja California","5.12"
"Tamaulipas","4.90"
"México","4.49"
"Michoacán de Ocampo","3.66"
"Nayarit","3.48"
"Morelos","3.37"
"Guanajuato","3.06"
"Quintana Roo","2.98"
"Yucatán","2.30"
"San Luis Potosí","1.72"
"Chiapas","1.25"
"Tabasco","1.11"
"Campeche","0.24"
