"Estado","% Ocupación"
"Chihuahua","53.52"
"Baja California","48.84"
"Aguascalientes","44.21"
"Puebla","36.29"
"Sonora","35.71"
"Durango","33.81"
"Coahuila de Zaragoza","30.00"
"Sinaloa","26.22"
"Guanajuato","25.16"
"Nuevo León","24.74"
"San Luis Potosí","20.52"
"Colima","18.60"
"Jalisco","16.42"
"Ciudad de México","15.55"
"México","14.44"
"Oaxaca","14.19"
"Nayarit","14.00"
"Querétaro","13.09"
"Tamaulipas","12.46"
"Zacatecas","12.12"
"Guerrero","12.04"
"Veracruz de Ignacio de La Llave","11.34"
"Hidalgo","10.99"
"Morelos","10.12"
"Quintana Roo","10.06"
"Michoacán de Ocampo","9.93"
"Tlaxcala","8.18"
"Tabasco","7.93"
"Baja California Sur","5.59"
"Yucatán","4.47"
"Chiapas","2.83"
"Campeche","1.37"
