"Estado","% Ocupación"
"Baja California","43.19"
"Chihuahua","33.08"
"Aguascalientes","30.09"
"Sonora","24.57"
"Puebla","21.56"
"Durango","19.48"
"Coahuila de Zaragoza","17.94"
"Nuevo León","15.98"
"Ciudad de México","14.74"
"Querétaro","12.88"
"Tamaulipas","12.12"
"Tlaxcala","11.26"
"Colima","10.86"
"Yucatán","10.81"
"San Luis Potosí","9.90"
"México","9.74"
"Hidalgo","9.32"
"Zacatecas","9.00"
"Jalisco","8.71"
"Guanajuato","8.54"
"Morelos","8.51"
"Nayarit","8.33"
"Tabasco","8.11"
"Oaxaca","7.86"
"Sinaloa","7.28"
"Michoacán de Ocampo","5.82"
"Veracruz de Ignacio de La Llave","4.93"
"Baja California Sur","3.41"
"Campeche","1.62"
"Guerrero","1.50"
"Quintana Roo","1.50"
"Chiapas","1.49"
