"Estado","% Ocupación"
"Colima","81.25"
"Nayarit","65.11"
"Oaxaca","55.33"
"Nuevo León","51.59"
"Yucatán","50.00"
"Sinaloa","48.48"
"Ciudad de México","46.52"
"Sonora","41.71"
"Baja California Sur","41.60"
"Veracruz de Ignacio de La Llave","40.17"
"Jalisco","36.78"
"Hidalgo","33.89"
"Durango","28.57"
"Guerrero","28.48"
"Tabasco","28.35"
"México","27.95"
"Michoacán de Ocampo","25.76"
"Tamaulipas","24.76"
"Tlaxcala","22.03"
"Quintana Roo","20.88"
"Baja California","19.14"
"Chihuahua","14.97"
"Chiapas","14.70"
"Morelos","13.95"
"Puebla","13.45"
"Querétaro","12.75"
"Aguascalientes","12.74"
"Campeche","10.88"
"Zacatecas","7.87"
"San Luis Potosí","7.08"
"Coahuila de Zaragoza","6.66"
"Guanajuato","4.21"
