"Estado","% Ocupación"
"Colima","75.28"
"Tlaxcala","73.72"
"Veracruz de Ignacio de La Llave","72.48"
"Puebla","71.71"
"San Luis Potosí","71.64"
"Hidalgo","71.42"
"Durango","66.45"
"Guerrero","64.86"
"Oaxaca","61.65"
"México","61.35"
"Nuevo León","61.03"
"Ciudad de México","59.27"
"Morelos","58.99"
"Nayarit","58.02"
"Aguascalientes","57.56"
"Jalisco","55.89"
"Tabasco","54.63"
"Michoacán de Ocampo","54.20"
"Sonora","53.83"
"Zacatecas","53.06"
"Querétaro","51.34"
"Tamaulipas","48.98"
"Quintana Roo","48.36"
"Coahuila de Zaragoza","44.72"
"Sinaloa","38.60"
"Baja California Sur","37.50"
"Baja California","31.96"
"Guanajuato","31.02"
"Chiapas","20.04"
"Yucatán","19.34"
"Campeche","18.91"
"Chihuahua","17.43"
