"Estado","% Ocupación"
"Colima","100.00"
"Zacatecas","100.00"
"Michoacán de Ocampo","90.00"
"Tlaxcala","87.50"
"Querétaro","85.71"
"Yucatán","76.92"
"Durango","76.59"
"Nuevo León","71.83"
"Coahuila de Zaragoza","71.42"
"Jalisco","68.04"
"Ciudad de México","65.92"
"Tabasco","65.68"
"San Luis Potosí","64.15"
"Puebla","63.26"
"Oaxaca","62.85"
"Aguascalientes","58.06"
"Guanajuato","54.90"
"México","53.57"
"Veracruz de Ignacio de La Llave","52.94"
"Tamaulipas","52.88"
"Sinaloa","48.95"
"Morelos","48.57"
"Hidalgo","48.48"
"Quintana Roo","44.18"
"Sonora","40.74"
"Guerrero","29.06"
"Chihuahua","27.69"
"Baja California","27.27"
"Chiapas","7.31"
"Campeche","6.66"
"Nayarit","0.00"
"Baja California Sur","0.00"
