"Estado","% Ocupación"
"Tlaxcala","50.00"
"Aguascalientes","15.18"
"Ciudad de México","15.05"
"Querétaro","12.67"
"Nuevo León","12.14"
"Morelos","12.00"
"Colima","10.52"
"Veracruz de Ignacio de La Llave","9.52"
"Oaxaca","9.43"
"México","7.57"
"Baja California Sur","7.50"
"Chihuahua","5.94"
"Sonora","5.78"
"Michoacán de Ocampo","5.58"
"Nayarit","5.55"
"Jalisco","4.80"
"Puebla","4.64"
"Sinaloa","4.09"
"Tamaulipas","4.08"
"Hidalgo","3.84"
"Yucatán","3.60"
"Durango","3.37"
"Baja California","3.13"
"Tabasco","2.67"
"Zacatecas","2.67"
"Coahuila de Zaragoza","2.29"
"San Luis Potosí","2.08"
"Guanajuato","1.82"
"Guerrero","1.26"
"Chiapas","0.80"
"Campeche","0.00"
"Quintana Roo","0.00"
