"Estado","% Ocupación"
"Coahuila de Zaragoza","80.00"
"Ciudad de México","69.51"
"Aguascalientes","65.00"
"Querétaro","58.82"
"Jalisco","55.55"
"Baja California","53.84"
"Nuevo León","50.40"
"Guanajuato","47.91"
"Sonora","46.87"
"Tamaulipas","40.27"
"Oaxaca","38.88"
"Puebla","36.36"
"San Luis Potosí","32.55"
"Tabasco","31.18"
"México","30.12"
"Durango","29.54"
"Michoacán de Ocampo","28.57"
"Chihuahua","27.50"
"Veracruz de Ignacio de La Llave","26.22"
"Yucatán","24.00"
"Hidalgo","23.07"
"Zacatecas","22.22"
"Sinaloa","21.42"
"Guerrero","11.62"
"Campeche","3.33"
"Chiapas","0.00"
"Nayarit","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
