"Estado","% Ocupación"
"Puebla","56.46"
"Nuevo León","51.06"
"Aguascalientes","50.00"
"Hidalgo","47.43"
"Ciudad de México","46.71"
"Nayarit","44.75"
"Morelos","44.59"
"Durango","44.11"
"Oaxaca","43.30"
"Zacatecas","43.11"
"Colima","42.73"
"México","42.32"
"Chihuahua","41.09"
"Coahuila de Zaragoza","40.88"
"Jalisco","40.79"
"Sonora","40.61"
"Sinaloa","38.21"
"Guanajuato","36.83"
"Tamaulipas","36.22"
"San Luis Potosí","34.13"
"Querétaro","33.97"
"Guerrero","33.33"
"Veracruz de Ignacio de La Llave","31.47"
"Baja California","28.45"
"Baja California Sur","27.56"
"Tlaxcala","25.98"
"Michoacán de Ocampo","24.95"
"Tabasco","23.23"
"Quintana Roo","14.20"
"Yucatán","11.87"
"Chiapas","7.28"
"Campeche","5.80"
