"Estado","% Ocupación"
"Colima","63.63"
"Baja California Sur","50.23"
"Ciudad de México","49.88"
"Sinaloa","48.75"
"Nuevo León","47.94"
"Yucatán","43.75"
"Oaxaca","39.81"
"Nayarit","38.82"
"Guerrero","34.44"
"Sonora","34.19"
"Durango","32.75"
"Tabasco","31.84"
"Veracruz de Ignacio de La Llave","28.93"
"México","26.97"
"Jalisco","25.75"
"Hidalgo","24.36"
"Quintana Roo","20.08"
"Tamaulipas","19.44"
"Baja California","19.10"
"Michoacán de Ocampo","18.04"
"Chiapas","13.45"
"Puebla","12.86"
"Campeche","12.58"
"Querétaro","10.56"
"Chihuahua","9.69"
"Tlaxcala","9.52"
"San Luis Potosí","8.08"
"Morelos","7.31"
"Aguascalientes","7.07"
"Zacatecas","4.65"
"Coahuila de Zaragoza","4.10"
"Guanajuato","3.48"
