"Estado","% Ocupación"
"Tlaxcala","34.48"
"Ciudad de México","17.13"
"Querétaro","17.10"
"Morelos","16.66"
"Nuevo León","15.03"
"Oaxaca","14.81"
"Aguascalientes","14.56"
"Veracruz de Ignacio de La Llave","11.52"
"Colima","9.25"
"México","9.24"
"Nayarit","8.10"
"Jalisco","7.67"
"Hidalgo","7.20"
"Michoacán de Ocampo","6.81"
"Puebla","6.12"
"Sonora","6.08"
"Yucatán","5.91"
"Tamaulipas","5.67"
"Baja California","4.52"
"Tabasco","4.27"
"Chihuahua","4.16"
"Sinaloa","3.92"
"Baja California Sur","3.63"
"Zacatecas","3.60"
"San Luis Potosí","3.60"
"Coahuila de Zaragoza","3.49"
"Chiapas","2.68"
"Guanajuato","2.29"
"Guerrero","1.94"
"Campeche","0.90"
"Quintana Roo","0.63"
"Durango","0.00"
