"Estado","% Ocupación"
"Morelos","100.00"
"Yucatán","78.26"
"Querétaro","68.18"
"Nuevo León","67.66"
"Guerrero","66.66"
"Sinaloa","64.04"
"Oaxaca","63.88"
"Veracruz de Ignacio de La Llave","60.34"
"Aguascalientes","56.52"
"Durango","54.16"
"Sonora","53.84"
"Jalisco","51.38"
"Puebla","47.36"
"Michoacán de Ocampo","43.47"
"Tamaulipas","43.37"
"Baja California Sur","40.00"
"Coahuila de Zaragoza","40.00"
"México","37.50"
"Quintana Roo","37.20"
"Ciudad de México","36.97"
"San Luis Potosí","34.28"
"Tabasco","28.73"
"Campeche","21.87"
"Chihuahua","21.87"
"Hidalgo","20.00"
"Zacatecas","16.66"
"Chiapas","16.36"
"Baja California","16.21"
"Guanajuato","14.28"
"Colima","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
