"Estado","% Ocupación"
"Hidalgo","70.68"
"Colima","69.56"
"Morelos","69.38"
"Tlaxcala","67.64"
"Ciudad de México","67.54"
"Oaxaca","66.94"
"Nayarit","65.54"
"Jalisco","60.62"
"Nuevo León","60.00"
"Veracruz de Ignacio de La Llave","53.04"
"México","52.85"
"Durango","52.00"
"Sonora","45.00"
"Tabasco","44.82"
"Guerrero","43.75"
"San Luis Potosí","43.35"
"Sinaloa","42.93"
"Puebla","42.14"
"Michoacán de Ocampo","37.50"
"Aguascalientes","34.12"
"Querétaro","33.86"
"Tamaulipas","31.89"
"Zacatecas","30.82"
"Baja California Sur","26.73"
"Coahuila de Zaragoza","26.61"
"Yucatán","24.68"
"Baja California","23.94"
"Quintana Roo","21.39"
"Chihuahua","17.16"
"Chiapas","16.29"
"Campeche","13.76"
"Guanajuato","11.50"
