"Estado","% Ocupación"
"Baja California","48.72"
"Chihuahua","44.32"
"Aguascalientes","40.62"
"Sonora","37.57"
"Guanajuato","33.65"
"Puebla","33.58"
"Coahuila de Zaragoza","32.87"
"Durango","27.48"
"Sinaloa","27.46"
"Oaxaca","25.53"
"San Luis Potosí","25.44"
"Jalisco","23.80"
"Querétaro","23.74"
"Nayarit","23.63"
"Nuevo León","22.65"
"Colima","22.11"
"Morelos","21.77"
"Tamaulipas","18.39"
"Ciudad de México","17.39"
"Hidalgo","16.72"
"México","16.68"
"Guerrero","14.79"
"Veracruz de Ignacio de La Llave","13.77"
"Tabasco","13.62"
"Michoacán de Ocampo","12.50"
"Quintana Roo","12.42"
"Tlaxcala","8.47"
"Chiapas","8.21"
"Zacatecas","8.16"
"Yucatán","7.44"
"Campeche","4.43"
"Baja California Sur","1.75"
