"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","65.00"
"Aguascalientes","59.37"
"Yucatán","55.55"
"Michoacán de Ocampo","41.66"
"Puebla","39.62"
"Chihuahua","39.39"
"San Luis Potosí","36.84"
"Zacatecas","35.00"
"Durango","30.23"
"Guanajuato","28.81"
"Nuevo León","28.65"
"México","27.88"
"Sonora","25.00"
"Ciudad de México","22.63"
"Tamaulipas","20.00"
"Jalisco","18.12"
"Tabasco","18.07"
"Baja California","14.28"
"Coahuila de Zaragoza","14.28"
"Hidalgo","14.28"
"Sinaloa","10.41"
"Veracruz de Ignacio de La Llave","7.69"
"Guerrero","5.26"
"Quintana Roo","4.34"
"Campeche","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Chiapas","0.00"
"Tlaxcala","0.00"
