"Estado","% Ocupación"
"Aguascalientes","48.50"
"Baja California","35.13"
"Colima","33.75"
"Tlaxcala","28.37"
"Morelos","28.30"
"Jalisco","24.88"
"Tabasco","23.58"
"Puebla","23.07"
"Nayarit","22.95"
"Durango","21.25"
"Querétaro","20.18"
"San Luis Potosí","18.69"
"México","18.09"
"Nuevo León","18.07"
"Chihuahua","17.69"
"Sonora","17.68"
"Ciudad de México","17.61"
"Tamaulipas","17.41"
"Veracruz de Ignacio de La Llave","16.41"
"Michoacán de Ocampo","16.25"
"Yucatán","16.06"
"Zacatecas","15.74"
"Oaxaca","15.57"
"Guanajuato","15.15"
"Hidalgo","14.70"
"Coahuila de Zaragoza","11.02"
"Sinaloa","8.69"
"Quintana Roo","8.47"
"Chiapas","7.77"
"Campeche","4.95"
"Baja California Sur","3.37"
"Guerrero","3.24"
