"Estado","% Ocupación"
"Chihuahua","54.77"
"Aguascalientes","52.17"
"Ciudad de México","41.76"
"Zacatecas","41.75"
"Durango","39.24"
"Coahuila de Zaragoza","39.04"
"Baja California","38.95"
"Baja California Sur","34.13"
"Sinaloa","32.35"
"Sonora","31.62"
"Nuevo León","29.48"
"Quintana Roo","28.64"
"Guanajuato","27.47"
"San Luis Potosí","26.53"
"Hidalgo","21.86"
"Puebla","20.18"
"Jalisco","19.00"
"Tamaulipas","17.99"
"Querétaro","15.62"
"Colima","12.14"
"México","11.62"
"Nayarit","11.57"
"Guerrero","11.43"
"Oaxaca","11.34"
"Morelos","9.74"
"Veracruz de Ignacio de La Llave","8.65"
"Tlaxcala","8.33"
"Yucatán","5.16"
"Michoacán de Ocampo","4.91"
"Tabasco","4.02"
"Campeche","1.35"
"Chiapas","0.00"
