"Estado","% Ocupación"
"Chihuahua","17.04"
"Nuevo León","16.57"
"Durango","15.66"
"Colima","11.47"
"Aguascalientes","11.42"
"Sinaloa","10.91"
"Baja California Sur","9.72"
"Tamaulipas","7.58"
"Tlaxcala","6.38"
"Coahuila de Zaragoza","6.08"
"Nayarit","6.06"
"Querétaro","5.94"
"Veracruz de Ignacio de La Llave","5.61"
"Guerrero","5.26"
"Hidalgo","5.02"
"Jalisco","4.76"
"Ciudad de México","4.73"
"Baja California","4.35"
"Sonora","4.27"
"Puebla","4.18"
"Guanajuato","4.12"
"México","2.78"
"Morelos","2.57"
"Zacatecas","2.24"
"Yucatán","1.53"
"Oaxaca","1.51"
"Chiapas","1.06"
"Michoacán de Ocampo","0.97"
"San Luis Potosí","0.90"
"Campeche","0.48"
"Quintana Roo","0.00"
"Tabasco","0.00"
