"Estado","% Ocupación"
"Nayarit","100.00"
"Colima","100.00"
"Querétaro","95.00"
"Zacatecas","92.30"
"Yucatán","76.00"
"Durango","73.91"
"Michoacán de Ocampo","70.00"
"Tamaulipas","69.56"
"Nuevo León","68.55"
"Oaxaca","63.88"
"Tabasco","62.96"
"Puebla","60.41"
"México","57.60"
"Ciudad de México","55.43"
"Aguascalientes","54.83"
"Veracruz de Ignacio de La Llave","54.79"
"Coahuila de Zaragoza","54.54"
"Jalisco","53.13"
"San Luis Potosí","52.17"
"Tlaxcala","50.00"
"Guanajuato","47.36"
"Sonora","44.00"
"Morelos","42.85"
"Sinaloa","37.83"
"Chihuahua","30.15"
"Hidalgo","27.27"
"Quintana Roo","25.86"
"Guerrero","25.80"
"Baja California","22.58"
"Chiapas","9.52"
"Campeche","6.66"
"Baja California Sur","0.00"
