"Estado","% Ocupación"
"Chihuahua","56.69"
"Baja California","54.37"
"Sonora","47.64"
"Aguascalientes","46.20"
"Durango","45.58"
"Coahuila de Zaragoza","39.34"
"Nuevo León","24.52"
"Guanajuato","23.37"
"Sinaloa","22.95"
"San Luis Potosí","20.35"
"Puebla","19.77"
"Tamaulipas","15.36"
"Nayarit","14.44"
"Jalisco","13.69"
"Hidalgo","11.03"
"Querétaro","10.31"
"Oaxaca","10.05"
"Ciudad de México","10.04"
"Quintana Roo","9.55"
"México","9.33"
"Tlaxcala","8.92"
"Baja California Sur","8.00"
"Veracruz de Ignacio de La Llave","6.95"
"Guerrero","6.66"
"Michoacán de Ocampo","6.60"
"Morelos","5.84"
"Zacatecas","5.26"
"Tabasco","3.86"
"Yucatán","2.49"
"Colima","2.12"
"Chiapas","1.75"
"Campeche","0.74"
