"Estado","% Ocupación"
"Aguascalientes","46.61"
"Colima","32.91"
"Baja California","30.85"
"Tlaxcala","28.94"
"Morelos","28.57"
"Jalisco","26.34"
"Puebla","23.07"
"Tabasco","22.09"
"Nuevo León","21.04"
"Querétaro","20.00"
"Chihuahua","19.64"
"Veracruz de Ignacio de La Llave","18.90"
"Tamaulipas","18.75"
"Nayarit","18.64"
"Ciudad de México","17.70"
"México","17.21"
"Yucatán","16.41"
"Sonora","16.32"
"Michoacán de Ocampo","16.24"
"Zacatecas","15.74"
"San Luis Potosí","15.70"
"Durango","15.46"
"Guanajuato","14.20"
"Hidalgo","13.84"
"Oaxaca","13.60"
"Coahuila de Zaragoza","11.57"
"Sinaloa","8.54"
"Baja California Sur","6.00"
"Chiapas","5.79"
"Quintana Roo","4.95"
"Campeche","4.13"
"Guerrero","3.38"
