"Estado","% Ocupación"
"Colima","95.45"
"Hidalgo","75.88"
"Guerrero","75.81"
"Nayarit","74.06"
"Ciudad de México","73.27"
"Veracruz de Ignacio de La Llave","69.72"
"Puebla","67.68"
"Nuevo León","67.16"
"Tlaxcala","61.53"
"México","60.86"
"Durango","59.70"
"Sinaloa","59.01"
"Oaxaca","57.81"
"Jalisco","55.54"
"Sonora","54.80"
"Morelos","54.42"
"Quintana Roo","52.95"
"Aguascalientes","51.87"
"Michoacán de Ocampo","48.48"
"Zacatecas","47.87"
"San Luis Potosí","46.89"
"Querétaro","46.72"
"Tamaulipas","40.65"
"Coahuila de Zaragoza","34.69"
"Tabasco","33.33"
"Baja California Sur","25.00"
"Baja California","23.37"
"Chiapas","21.93"
"Guanajuato","20.52"
"Chihuahua","18.01"
"Yucatán","17.02"
"Campeche","13.99"
