"Estado","% Ocupación"
"Baja California Sur","32.55"
"Nayarit","25.53"
"Querétaro","22.03"
"Sinaloa","16.66"
"Durango","16.66"
"Chihuahua","14.08"
"Nuevo León","12.50"
"Colima","9.83"
"Oaxaca","9.48"
"Tamaulipas","8.40"
"Ciudad de México","7.77"
"Zacatecas","7.69"
"Veracruz de Ignacio de La Llave","7.01"
"Quintana Roo","6.42"
"Sonora","6.14"
"Hidalgo","5.00"
"Aguascalientes","5.00"
"Jalisco","4.45"
"Coahuila de Zaragoza","2.95"
"San Luis Potosí","2.65"
"Guerrero","2.56"
"Tlaxcala","2.32"
"México","2.23"
"Puebla","2.06"
"Guanajuato","2.06"
"Baja California","1.43"
"Michoacán de Ocampo","1.38"
"Campeche","1.19"
"Yucatán","0.95"
"Tabasco","0.95"
"Chiapas","0.00"
"Morelos","0.00"
