"Estado","% Ocupación"
"Tlaxcala","37.50"
"Nuevo León","14.89"
"Chihuahua","13.69"
"Aguascalientes","13.51"
"Oaxaca","10.93"
"Durango","9.09"
"Sinaloa","7.81"
"Tamaulipas","5.70"
"Zacatecas","4.25"
"Guerrero","4.08"
"Sonora","3.96"
"Veracruz de Ignacio de La Llave","3.92"
"Coahuila de Zaragoza","3.16"
"Puebla","2.92"
"Hidalgo","2.33"
"Baja California Sur","2.32"
"Ciudad de México","2.16"
"México","2.10"
"Jalisco","2.03"
"Morelos","1.64"
"Guanajuato","1.40"
"Tabasco","1.00"
"San Luis Potosí","0.89"
"Quintana Roo","0.75"
"Baja California","0.73"
"Yucatán","0.61"
"Michoacán de Ocampo","0.51"
"Campeche","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Querétaro","0.00"
