"Estado","% Ocupación"
"Oaxaca","17.07"
"Colima","11.47"
"Chihuahua","10.29"
"Baja California Sur","9.85"
"Sinaloa","8.92"
"Aguascalientes","8.57"
"Nuevo León","7.46"
"Tamaulipas","6.69"
"Durango","6.52"
"Tlaxcala","6.25"
"Zacatecas","5.26"
"Jalisco","5.19"
"Ciudad de México","4.76"
"Morelos","4.54"
"Quintana Roo","3.70"
"Guanajuato","2.60"
"Nayarit","2.56"
"Veracruz de Ignacio de La Llave","2.39"
"Michoacán de Ocampo","1.94"
"Sonora","1.58"
"Coahuila de Zaragoza","1.44"
"Puebla","1.43"
"Hidalgo","1.43"
"Querétaro","1.01"
"San Luis Potosí","0.87"
"México","0.67"
"Yucatán","0.46"
"Tabasco","0.44"
"Campeche","0.33"
"Baja California","0.24"
"Chiapas","0.00"
"Guerrero","0.00"
