"Estado","% Ocupación"
"Aguascalientes","80.81"
"Durango","73.00"
"Coahuila de Zaragoza","69.87"
"Chihuahua","67.92"
"Zacatecas","66.92"
"Ciudad de México","64.59"
"Nuevo León","61.93"
"San Luis Potosí","58.96"
"Sonora","54.54"
"Sinaloa","48.28"
"Baja California Sur","47.90"
"Baja California","47.37"
"Hidalgo","44.23"
"Tamaulipas","42.38"
"Jalisco","41.31"
"Nayarit","40.15"
"Quintana Roo","39.64"
"Querétaro","39.27"
"Guanajuato","35.10"
"México","33.87"
"Puebla","33.33"
"Oaxaca","26.72"
"Morelos","26.14"
"Guerrero","25.53"
"Tabasco","25.00"
"Colima","23.00"
"Michoacán de Ocampo","18.80"
"Veracruz de Ignacio de La Llave","18.57"
"Tlaxcala","13.67"
"Yucatán","11.58"
"Campeche","3.87"
"Chiapas","2.27"
