"Estado","% Ocupación"
"Tlaxcala","26.66"
"Querétaro","20.00"
"Aguascalientes","19.00"
"Ciudad de México","17.34"
"Morelos","16.41"
"Nuevo León","14.18"
"Veracruz de Ignacio de La Llave","14.01"
"Oaxaca","12.72"
"Jalisco","11.24"
"México","9.67"
"Puebla","9.66"
"Colima","9.09"
"Hidalgo","8.77"
"Sonora","8.52"
"Nayarit","7.89"
"Tamaulipas","6.93"
"Chihuahua","6.77"
"Michoacán de Ocampo","6.74"
"Baja California","6.41"
"Yucatán","5.88"
"Coahuila de Zaragoza","5.19"
"Zacatecas","4.50"
"Tabasco","4.21"
"Baja California Sur","3.57"
"San Luis Potosí","3.44"
"Guanajuato","3.18"
"Sinaloa","3.00"
"Chiapas","2.30"
"Campeche","1.80"
"Guerrero","1.26"
"Durango","1.23"
"Quintana Roo","0.62"
