"Estado","% Ocupación"
"Tlaxcala","14.28"
"Yucatán","5.71"
"Nayarit","4.54"
"Jalisco","3.38"
"Sonora","2.98"
"Sinaloa","2.53"
"Nuevo León","1.89"
"Aguascalientes","1.78"
"Tabasco","1.36"
"Quintana Roo","1.29"
"México","1.05"
"Ciudad de México","0.75"
"Michoacán de Ocampo","0.69"
"Veracruz de Ignacio de La Llave","0.58"
"Puebla","0.47"
"Baja California","0.45"
"Guanajuato","0.30"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Baja California Sur","0.00"
"Oaxaca","0.00"
"Coahuila de Zaragoza","0.00"
"San Luis Potosí","0.00"
"Querétaro","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Campeche","0.00"
"Colima","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Chihuahua","0.00"
"Durango","0.00"
