"Estado","% Ocupación"
"Morelos","100.00"
"Coahuila de Zaragoza","100.00"
"Yucatán","68.96"
"Querétaro","63.63"
"Sinaloa","58.69"
"Baja California Sur","50.00"
"Guerrero","48.88"
"Nuevo León","48.43"
"Quintana Roo","46.66"
"Veracruz de Ignacio de La Llave","46.53"
"Sonora","46.51"
"Michoacán de Ocampo","42.85"
"Tabasco","35.29"
"Puebla","33.84"
"México","33.63"
"Tamaulipas","33.33"
"Ciudad de México","32.00"
"Jalisco","30.32"
"Aguascalientes","30.00"
"Oaxaca","25.00"
"Durango","25.00"
"Baja California","18.91"
"Zacatecas","16.66"
"Campeche","16.12"
"Chihuahua","15.62"
"San Luis Potosí","15.38"
"Guanajuato","10.52"
"Hidalgo","5.55"
"Chiapas","2.12"
"Nayarit","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
