"Estado","% Ocupación"
"Baja California Sur","54.18"
"Quintana Roo","39.13"
"Tamaulipas","36.29"
"Durango","32.97"
"Nuevo León","29.20"
"Sinaloa","26.88"
"Sonora","26.19"
"Tabasco","25.09"
"Nayarit","25.00"
"Ciudad de México","23.67"
"Yucatán","23.12"
"Veracruz de Ignacio de La Llave","17.40"
"Baja California","16.50"
"Aguascalientes","15.83"
"Hidalgo","15.24"
"Jalisco","12.37"
"Chihuahua","12.20"
"México","11.59"
"Oaxaca","11.45"
"San Luis Potosí","10.81"
"Puebla","10.44"
"Campeche","10.08"
"Colima","9.47"
"Morelos","9.28"
"Guerrero","8.64"
"Coahuila de Zaragoza","8.56"
"Michoacán de Ocampo","5.18"
"Chiapas","5.10"
"Guanajuato","3.73"
"Querétaro","3.66"
"Zacatecas","3.38"
"Tlaxcala","2.72"
