"Estado","% Ocupación"
"Ciudad de México","69.96"
"Hidalgo","69.67"
"Colima","69.56"
"Tlaxcala","67.64"
"Nayarit","64.61"
"Jalisco","63.22"
"Tabasco","62.13"
"Oaxaca","61.71"
"Nuevo León","61.55"
"Veracruz de Ignacio de La Llave","56.23"
"México","54.18"
"Durango","51.78"
"Guerrero","45.00"
"Puebla","44.13"
"San Luis Potosí","43.35"
"Morelos","42.85"
"Sinaloa","39.74"
"Michoacán de Ocampo","38.56"
"Aguascalientes","38.28"
"Sonora","38.20"
"Zacatecas","34.35"
"Yucatán","34.26"
"Querétaro","32.50"
"Baja California Sur","28.06"
"Tamaulipas","25.49"
"Baja California","25.28"
"Quintana Roo","24.79"
"Coahuila de Zaragoza","24.58"
"Chiapas","16.66"
"Chihuahua","16.32"
"Campeche","12.23"
"Guanajuato","11.61"
