"Estado","% Ocupación"
"Colima","95.68"
"Durango","80.80"
"Ciudad de México","76.05"
"Nayarit","72.72"
"Guerrero","70.64"
"Nuevo León","65.32"
"Veracruz de Ignacio de La Llave","62.27"
"Hidalgo","61.44"
"Puebla","61.02"
"Oaxaca","58.24"
"Sinaloa","57.70"
"Jalisco","56.27"
"México","56.02"
"Sonora","52.81"
"Quintana Roo","49.44"
"Zacatecas","47.52"
"Morelos","46.51"
"Aguascalientes","44.14"
"Tlaxcala","43.05"
"Michoacán de Ocampo","42.24"
"Querétaro","42.10"
"Tamaulipas","39.12"
"San Luis Potosí","37.21"
"Baja California Sur","35.31"
"Coahuila de Zaragoza","31.38"
"Tabasco","29.46"
"Chiapas","22.52"
"Baja California","19.77"
"Chihuahua","19.21"
"Yucatán","17.07"
"Guanajuato","15.19"
"Campeche","11.35"
