"Estado","% Ocupación"
"Puebla","14.70"
"Zacatecas","10.52"
"Coahuila de Zaragoza","10.00"
"Sinaloa","8.69"
"México","7.22"
"Chihuahua","5.88"
"Yucatán","5.55"
"Ciudad de México","3.27"
"Tamaulipas","2.50"
"Nuevo León","1.96"
"Guanajuato","1.69"
"Jalisco","1.28"
"Tabasco","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Guerrero","0.00"
"San Luis Potosí","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Hidalgo","0.00"
"Querétaro","0.00"
"Chiapas","0.00"
"Aguascalientes","0.00"
"Colima","0.00"
"Morelos","0.00"
"Sonora","0.00"
"Durango","0.00"
"Baja California","0.00"
