"Estado","% Ocupación"
"Baja California Sur","58.66"
"Yucatán","47.95"
"Tabasco","32.48"
"Sinaloa","26.28"
"Tamaulipas","25.21"
"Oaxaca","25.00"
"Sonora","24.50"
"Colima","21.81"
"Quintana Roo","21.00"
"Ciudad de México","19.85"
"Nayarit","17.80"
"Nuevo León","15.30"
"Veracruz de Ignacio de La Llave","15.14"
"Baja California","14.90"
"Hidalgo","13.13"
"Durango","11.76"
"Jalisco","10.59"
"México","9.38"
"Campeche","9.02"
"Tlaxcala","8.75"
"Michoacán de Ocampo","8.16"
"Coahuila de Zaragoza","7.53"
"San Luis Potosí","7.35"
"Aguascalientes","6.87"
"Guerrero","6.81"
"Chiapas","6.40"
"Morelos","6.38"
"Chihuahua","5.46"
"Zacatecas","4.61"
"Puebla","3.70"
"Querétaro","2.02"
"Guanajuato","1.63"
