"Estado","% Ocupación"
"Aguascalientes","32.31"
"Ciudad de México","26.90"
"Hidalgo","26.40"
"Jalisco","25.52"
"Oaxaca","24.63"
"Colima","23.94"
"Nuevo León","23.94"
"México","22.17"
"Querétaro","21.99"
"Baja California Sur","21.42"
"Nayarit","20.00"
"Durango","18.08"
"Veracruz de Ignacio de La Llave","17.78"
"Sonora","16.66"
"Chihuahua","16.41"
"Michoacán de Ocampo","16.35"
"Tabasco","16.17"
"Tlaxcala","15.58"
"Morelos","15.49"
"Tamaulipas","15.06"
"Puebla","14.33"
"Coahuila de Zaragoza","13.46"
"Sinaloa","13.33"
"Baja California","13.19"
"Yucatán","9.69"
"San Luis Potosí","8.62"
"Guanajuato","7.81"
"Zacatecas","7.77"
"Guerrero","7.56"
"Chiapas","5.73"
"Quintana Roo","3.86"
"Campeche","1.09"
