"Estado","% Ocupación"
"Baja California","38.67"
"Chihuahua","28.22"
"Aguascalientes","26.82"
"Sonora","23.88"
"Nuevo León","18.81"
"Puebla","18.66"
"Durango","15.85"
"Ciudad de México","14.13"
"Tlaxcala","13.04"
"Querétaro","12.28"
"Hidalgo","12.00"
"Michoacán de Ocampo","11.64"
"San Luis Potosí","11.21"
"México","11.02"
"Colima","10.76"
"Coahuila de Zaragoza","10.67"
"Jalisco","10.25"
"Morelos","10.00"
"Yucatán","9.49"
"Nayarit","9.09"
"Guanajuato","8.63"
"Tamaulipas","8.29"
"Tabasco","8.10"
"Zacatecas","8.10"
"Oaxaca","5.79"
"Sinaloa","5.42"
"Baja California Sur","5.40"
"Veracruz de Ignacio de La Llave","4.97"
"Quintana Roo","3.82"
"Guerrero","3.53"
"Chiapas","2.98"
"Campeche","0.84"
