"Estado","% Ocupación"
"Colima","84.90"
"Ciudad de México","75.62"
"Guerrero","73.24"
"Nayarit","72.82"
"Durango","71.92"
"Nuevo León","65.01"
"Puebla","60.07"
"Hidalgo","59.50"
"Sinaloa","59.50"
"Veracruz de Ignacio de La Llave","57.66"
"Oaxaca","57.21"
"Jalisco","53.20"
"Quintana Roo","50.56"
"Sonora","50.12"
"México","49.49"
"Morelos","48.29"
"Zacatecas","43.51"
"Querétaro","40.31"
"Michoacán de Ocampo","39.54"
"Baja California Sur","37.95"
"Tamaulipas","37.84"
"Tlaxcala","36.11"
"Tabasco","32.57"
"Coahuila de Zaragoza","29.10"
"Aguascalientes","28.57"
"San Luis Potosí","26.86"
"Baja California","26.47"
"Yucatán","16.29"
"Guanajuato","14.76"
"Chiapas","13.85"
"Chihuahua","13.08"
"Campeche","8.99"
