"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Querétaro","56.25"
"Aguascalientes","54.83"
"Chihuahua","51.51"
"Yucatán","37.50"
"Durango","34.88"
"Nuevo León","31.33"
"Puebla","31.25"
"Zacatecas","30.00"
"Michoacán de Ocampo","30.00"
"Sonora","28.88"
"Tamaulipas","28.16"
"Guanajuato","23.21"
"Ciudad de México","21.38"
"Baja California","20.00"
"Tabasco","19.04"
"México","18.86"
"Jalisco","15.93"
"Colima","15.38"
"San Luis Potosí","10.81"
"Sinaloa","9.25"
"Veracruz de Ignacio de La Llave","8.88"
"Hidalgo","7.69"
"Guerrero","1.33"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
