"Estado","% Ocupación"
"Nuevo León","44.96"
"Aguascalientes","42.25"
"Colima","22.85"
"Querétaro","22.41"
"Ciudad de México","22.16"
"Baja California Sur","20.51"
"Durango","17.97"
"Sinaloa","17.89"
"Chihuahua","17.61"
"Veracruz de Ignacio de La Llave","17.04"
"Tlaxcala","16.41"
"Oaxaca","15.53"
"Sonora","13.40"
"Puebla","12.63"
"Jalisco","12.12"
"Nayarit","11.57"
"Coahuila de Zaragoza","11.50"
"Hidalgo","11.05"
"Zacatecas","10.46"
"Tamaulipas","10.25"
"Michoacán de Ocampo","10.06"
"México","9.42"
"San Luis Potosí","8.97"
"Baja California","7.86"
"Morelos","6.80"
"Guanajuato","6.73"
"Tabasco","4.93"
"Guerrero","4.85"
"Chiapas","3.63"
"Quintana Roo","3.52"
"Yucatán","2.88"
"Campeche","1.25"
