"Estado","% Ocupación"
"Puebla","52.00"
"Nuevo León","48.69"
"Michoacán de Ocampo","47.08"
"Durango","46.42"
"Morelos","45.89"
"Tamaulipas","43.04"
"Aguascalientes","42.99"
"San Luis Potosí","42.54"
"Tabasco","42.11"
"Nayarit","40.81"
"Tlaxcala","40.74"
"Veracruz de Ignacio de La Llave","39.72"
"Sonora","39.69"
"Hidalgo","37.88"
"Coahuila de Zaragoza","37.61"
"Baja California","37.13"
"Querétaro","36.38"
"México","35.48"
"Oaxaca","35.29"
"Ciudad de México","35.13"
"Jalisco","34.37"
"Sinaloa","33.81"
"Guanajuato","33.17"
"Colima","31.76"
"Guerrero","27.34"
"Quintana Roo","25.30"
"Zacatecas","25.00"
"Chihuahua","22.80"
"Yucatán","16.57"
"Campeche","12.22"
"Chiapas","11.45"
"Baja California Sur","8.96"
