"Estado","% Ocupación"
"Quintana Roo","63.63"
"Baja California Sur","60.34"
"Chihuahua","57.48"
"Aguascalientes","49.40"
"Coahuila de Zaragoza","45.49"
"Zacatecas","43.33"
"Sinaloa","40.27"
"Durango","39.56"
"Baja California","37.26"
"Ciudad de México","37.21"
"Sonora","32.37"
"Nuevo León","31.99"
"Hidalgo","31.81"
"San Luis Potosí","29.60"
"Guanajuato","28.07"
"Puebla","22.37"
"Tamaulipas","19.57"
"Jalisco","19.44"
"Querétaro","16.28"
"Nayarit","15.90"
"Guerrero","12.45"
"Oaxaca","12.42"
"México","11.75"
"Colima","10.37"
"Veracruz de Ignacio de La Llave","9.71"
"Morelos","8.54"
"Tabasco","6.95"
"Tlaxcala","6.30"
"Michoacán de Ocampo","5.14"
"Yucatán","5.08"
"Campeche","0.85"
"Chiapas","0.40"
