"Estado","% Ocupación"
"Zacatecas","90.47"
"Querétaro","90.00"
"Yucatán","72.41"
"Aguascalientes","60.60"
"Puebla","60.21"
"Coahuila de Zaragoza","60.00"
"Tabasco","52.38"
"Guanajuato","47.36"
"Michoacán de Ocampo","46.66"
"Ciudad de México","45.63"
"Tamaulipas","44.66"
"Veracruz de Ignacio de La Llave","44.44"
"México","41.66"
"Jalisco","41.63"
"Tlaxcala","37.50"
"Nuevo León","34.90"
"Chihuahua","34.78"
"Sinaloa","33.96"
"San Luis Potosí","32.55"
"Durango","32.07"
"Morelos","29.41"
"Oaxaca","27.58"
"Chiapas","21.27"
"Sonora","19.44"
"Quintana Roo","18.18"
"Hidalgo","18.18"
"Baja California","12.90"
"Colima","10.00"
"Guerrero","4.76"
"Campeche","3.12"
"Nayarit","0.00"
"Baja California Sur","0.00"
