"Estado","% Ocupación"
"Baja California","38.67"
"Chihuahua","33.04"
"Aguascalientes","28.00"
"Sonora","25.82"
"Durango","20.00"
"Nuevo León","16.55"
"Puebla","16.21"
"Ciudad de México","15.22"
"Querétaro","13.88"
"Tlaxcala","13.88"
"Hidalgo","12.72"
"Morelos","12.24"
"México","11.28"
"Michoacán de Ocampo","10.93"
"Coahuila de Zaragoza","10.90"
"Jalisco","10.77"
"Yucatán","9.72"
"Colima","8.69"
"Nayarit","8.51"
"Tamaulipas","8.37"
"Zacatecas","8.25"
"San Luis Potosí","7.62"
"Guanajuato","7.61"
"Tabasco","7.59"
"Veracruz de Ignacio de La Llave","4.93"
"Oaxaca","4.08"
"Sinaloa","3.33"
"Quintana Roo","2.91"
"Baja California Sur","2.75"
"Chiapas","2.62"
"Guerrero","2.07"
"Campeche","0.00"
