"Estado","% Ocupación"
"Tlaxcala","74.19"
"Colima","71.30"
"Ciudad de México","69.70"
"Morelos","68.08"
"Oaxaca","67.71"
"Hidalgo","65.83"
"Nayarit","63.49"
"Nuevo León","61.44"
"Jalisco","59.42"
"Veracruz de Ignacio de La Llave","57.67"
"México","54.13"
"Durango","47.70"
"Sonora","47.59"
"Guerrero","47.23"
"Sinaloa","46.56"
"San Luis Potosí","41.22"
"Tabasco","41.02"
"Michoacán de Ocampo","38.49"
"Puebla","37.60"
"Yucatán","37.22"
"Baja California Sur","36.60"
"Aguascalientes","34.64"
"Querétaro","34.40"
"Zacatecas","32.55"
"Tamaulipas","29.94"
"Coahuila de Zaragoza","28.57"
"Quintana Roo","20.32"
"Baja California","20.07"
"Campeche","19.80"
"Chiapas","16.51"
"Chihuahua","12.83"
"Guanajuato","11.57"
